metname,inchikey
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
3hpalmACP,NA
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L
6pthp,WBJZXBUVECZHCE-SCSAIBSYSA-N
galman600,NA
glycogen,NA
galman6,NA
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
gar,OBQMLSFOUZUIOB-HJZCUYRDSA-M
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
malt,GUBGYTABKSRVRQ-PICCSMPSSA-N
btcoa,CRFNGMNYKDXRTN-CITAKDKDSA-J
uGgla,PFMVORMCVGOQKR-XEKCPOMLSA-K
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
hpglu,RXWVHRYZTWZATH-XSLAGTTESA-J
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
cell4,NA
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
trnaser,NA
rmn,PNNNRSAQSRJVSB-BXKVDMCESA-N
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
5fthf,VVIAGPKUTFNRDU-STQMWFEESA-L
oxa,MUBZPKHOEPUJKR-UHFFFAOYSA-L
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M
athr__L,AYFVYJQAPQTCCC-HRFVKAFMSA-N
trptrna,NA
sucr,CZMRCDWAGMRECN-UGDNZRGBSA-N
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
protrna,NA
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
ocdcyaACP,NA
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N
maltttr,LUEWUZLMQUOBSB-ZLBHSGTGSA-N
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
3c3hmp,BITYXLXUCSKTJS-ZETCQYMHSA-L
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
rml1p,KNYGWWDTPGSEPD-OTWZMJIISA-L
ksi,NA
ddcaACP,NA
trnaleu,NA
glucan6,NA
orn,AHLPHDHHMVZTML-BYPYZUCNSA-O
glc__aD,WQZGKKKJIJFFOK-DVKNGEFBSA-N
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
raffin,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K
mantr,NA
but,NA
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
glucan1500,NA
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
23dhdp,UWOCFOFVIBZJGH-YFKPBYRVSA-L
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
hdeACP,NA
xylb,LGQKSQQRKHFMLI-WSNPFVOISA-N
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L
forglu,NRXIKWMTVXPVEF-BYPYZUCNSA-M
melib,DLRVVLDZNNYCBX-ZZFZYMBESA-N
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N
acetol,XLSMFKSTNGKWQX-UHFFFAOYSA-N
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L
lmn30,NA
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
btamp,UTQCSTJVMLODHM-RHCAYAJFSA-N
trnaglu,NA
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
pa160,PORPENFLTBBHSG-MGBGTMOVSA-L
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
phetrna,NA
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
TM_GL1,NA
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N
ksi_deg1,NA
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
glcur,AEMOLEFTQBMNLQ-AQKNRBDQSA-M
4h2oglt,WXSKVKPSMAHCSG-UHFFFAOYSA-L
alatrna,NA
hom__L,UKAUYVFTDYCKQA-VKHMYHEASA-N
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
2ippm,NJMGRJLQRLFQQX-HYXAFXHYSA-L
trdrd,NA
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L
q,NA
dcaACP,NA
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
pgp160,ONJBJMDJKLHMEK-MPQUPPDSSA-K
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
cyst__L,ILRYLPWNYFXEMH-WHFBIAKZSA-N
behenACP,NA
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N
25dhpp,NA
1hdecg3p,NA
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
manttr,LUEWUZLMQUOBSB-MHJOMNRISA-N
dmtaACP,NA
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
ACP,NA
csn,OPTASPLRGRRNAP-UHFFFAOYSA-N
trnatrp,NA
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
trnaval,NA
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
glucan4,NA
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M
5mdru1p,CNSJRYUMVMWNMC-RITPCOANSA-L
trnagly,NA
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
fruur,PTCIWUZVDIQTOW-XDJBDKDSSA-M
cell6,NA
xylan12,NA
lystrna,NA
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M
fmettrna,NA
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
asptrna,NA
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
trnaasn,NA
actACP,NA
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
malACP,NA
glcman4,NA
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
tdeACP,NA
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J
mnl,FBPFZTCFMRRESA-KVTDHHQDSA-N
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
fuc__L,PNNNRSAQSRJVSB-KCDKBNATSA-N
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N
rhcys,IQFWYNFDWRYSRA-BLELIYKESA-N
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
3hoctaACP,NA
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
Lcyst,XVOYSCVBGLVSOL-REOHCLBHSA-M
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
fdxr_42,NA
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
1p3h5c,WFOFKRKDDKGRIK-DMTCNVIQSA-M
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
manb,NA
e4p,NGHMDNPXVRFFGS-IUYQGCFVSA-L
xyl3,JCSJTDYCNQHPRJ-MMDFAQQLSA-N
Nforglu,ADZLWSMFHHHOBV-BYPYZUCNSA-L
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
glcman6,NA
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
mana,RGHNJXZEOKUKBD-MBMOQRBOSA-M
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
xylan8,NA
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
mmcoa__S,MZFOKIKEPGUZEN-IBNUZSNCSA-I
rnam,JLEBZPBDRKPWTD-TURQNECASA-O
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
quln,GJAWHXHKYYXBSV-UHFFFAOYSA-L
trnahis,NA
2ddg6p,OVPRPPOVAXRCED-WVZVXSGGSA-K
cellb,GUBGYTABKSRVRQ-QRZGKKJRSA-N
TM_GL2,NA
trnapro,NA
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M
trnagln,NA
udp,XCCTYIAWTASOJW-XVFCMESISA-K
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
2ddglcn,WPAMZTWLKIDIOP-WVZVXSGGSA-M
rml,QZNPNKJXABGCRC-FUTKDDECSA-N
uGgl,WXBLSQNZKMJACT-BYEZXYKXSA-K
fdxo_42,NA
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
2dr5p,ALQNUOMIEBHXQG-CRCLSJGQSA-L
asptrna_asn,NA
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I
glcman600,NA
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
trnatyr,NA
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
octeACP,NA
trnathr,NA
sertrna,NA
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L
trnamet,NA
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M
glntrna,NA
valtrna,NA
trnaarg,NA
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
glc__bD,NA
thfglu,ZAOGJXDWOQXFBW-FGRDXJNISA-K
4hba,BVJSUAQZOZWCKN-UHFFFAOYSA-N
mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M
s2l2n2m2masn,NA
starch1200,NA
fcl__L,QZNPNKJXABGCRC-LFRDXLMFSA-N
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
3spyr,BUTHMSUEBYPMKJ-UHFFFAOYSA-L
6pgg,NA
dip_d_d,NA
xylan4,NA
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N
dmosACP,NA
glutrna,NA
chtbs,NA
leutrna,NA
5forthf,YCWUVLPMLLBDCU-STQMWFEESA-L
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
trnalys,NA
apoACP,NA
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
crtn,NA
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L
mi1p__L,NA
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L
e4hglu,HBDWQSHEVMSFGY-STHAYSLISA-M
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
gal,WQZGKKKJIJFFOK-PHYPRBDBSA-N
acACP,NA
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N
pcreat,NA
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
trnaasp,NA
uaaGgla,ULXTYUPMJXVUHQ-OVTFQNCVSA-K
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
mettrna,NA
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J
lmn2,QIGJYVCQYDKYDW-LCOYTZNXSA-N
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
glutrna_gln,NA
trnaphe,NA
uri,DRTQHJPVMGBUCF-XVFCMESISA-N
cell500,NA
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
amylose300,NA
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N
mhpglu,HVRNKDVLFAVCJF-VJANTYMQSA-J
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
glytrna,NA
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M
pdip_d_d,NA
3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
dtbt,AUTOLBMXDDTRRT-UHFFFAOYSA-M
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M
uaaGgtla,CALJPWOWZPDIQK-PRHZHQPTSA-L
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
3mop,JVQYSWDUAOAHFM-BYPYZUCNSA-M
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L
ocdcaACP,NA
cystrna,NA
cdp_inost,FWZKVMBRYZSGFS-WRUQXNMMSA-L
glycogen1500,NA
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
5mdr1p,JTFITTQBRJDSTL-KVTDHHQDSA-L
nmn,DAYLJWODMCOQEW-TURQNECASA-M
uaGgla,SULOOAFLXMQJSF-OGDYFQGPSA-K
Largn,MIEILDYWGANZNH-DSQUFTABSA-M
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
tagur,IZSRJDGCGRAUAR-WDCZJNDASA-M
qh2,NA
beheneACP,NA
sprm,PFNFFQXMRSDOHW-UHFFFAOYSA-R
aracheACP,NA
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
trnacys,NA
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
lgnACP,NA
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
trnaala,NA
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L
tyrtrna,NA
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L
2mecdp,SFRQRNJMIIUYDI-UHNVWZDZSA-L
n6all26d,KYVLWJXMCBZDRL-BQBZGAKWSA-M
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
pullulan1200,NA
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
palmACP,NA
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
2ahhmd,FCQGJGLSOWZZON-UHFFFAOYSA-L
1pyr5c,DWAKNKKXGALPNW-UHFFFAOYSA-M
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
mercplac,NA
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
4hpro_LT,PMMYEEVYMWASQN-DMTCNVIQSA-N
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
butpi,JSHMCUNOMIZJDJ-UHFFFAOYSA-L
s17bp,OKHXOUGRECCASI-SHUUEZRQSA-J
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L
hpyr,HHDDCCUIIUWNGJ-UHFFFAOYSA-M
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
