metname,inchikey
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
mobd,MEFBJEMVZONFCJ-UHFFFAOYSA-N
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
hmgcoa,CABVTRNMFUVUDM-SJBCKIPMSA-I
oxo3hexcoa,NA
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
codscl5b,XHLLHKIBBMZXKO-NXQAVURYSA-D
pgpdihexdec,NA
5fthf,VVIAGPKUTFNRDU-STQMWFEESA-L
lacgth,NA
n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P
o3hacp,NA
cellb,GUBGYTABKSRVRQ-QRZGKKJRSA-N
acmanap,QDSLHWJDSQGPEE-WCTZXXKLSA-L
b2coa,KFWWCMJSYSSPSK-PAXLJYGASA-J
25drapp,OCLCLRXKNJCOJD-UMMCILCDSA-L
hacp,NA
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
palmacd,NA
m3yristacp,NA
protrna,NA
CLP,NA
adocbi,KQXSPGAEBZWHMC-OCUXTBADSA-N
co2dam,IADMSJRJSGLGJI-OKJGWHJPSA-H
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N
ppat,NA
mglucsyldmygl,NA
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K
arbt,BJRNKVDFDLYUGJ-RMPHRYRLSA-N
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
6hmhpt,CQQNNQTXUGLUEV-UHFFFAOYSA-N
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
trnaala,NA
sertrna,NA
d12h5mtp,NA
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
m2but,NA
ibtol,NA
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
p1p3b5adtp,NA
cbpcr8x,NA
trnaval,NA
trnaasp,NA
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
dgdi12octdec,NA
pc1,NA
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
agdpcbi,IQTYKHRKNGVJEO-RRMAJTJESA-K
fald,WSFSSNUMVMOOMR-UHFFFAOYSA-N
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I
dgo15lac,NA
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L
quln,GJAWHXHKYYXBSV-UHFFFAOYSA-L
ssc,NA
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J
p3almcoa,NA
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
2ddglcn,WPAMZTWLKIDIOP-WVZVXSGGSA-M
deccoa,NA
gal_bD,WQZGKKKJIJFFOK-FPRJBGLDSA-N
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
palmphgl,NA
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
gpgl,NA
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
udp,XCCTYIAWTASOJW-XVFCMESISA-K
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
copre3,FKTVLCPLZMVWHD-LPFAUARPSA-E
a53oh,NA
adprib,SRNWOUGRCWSEMX-TYASJMOZSA-L
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P
asntrna,NA
dtet12radecg3p,NA
ca2,BHPQYMZQTOCNFJ-UHFFFAOYSA-N
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N
ox3xooctacp,NA
a45imzc,NA
pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
gar,OBQMLSFOUZUIOB-HJZCUYRDSA-M
chtbs6p,KYKNQNQCPWDNAK-CBTAGEKQSA-L
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
man6pglyc,BOLXAGHGKNGVBE-MTXRGOKVSA-K
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N
slnt,MCAHWIHFGHIESP-UHFFFAOYSA-L
23ddhb,INCSWYKICIYAHB-WDSKDSINSA-M
phetrna,NA
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
2dmmql8,FGYPGICSXJEKCG-AENDIINCSA-N
dgslnt,GJEZZQVPWMCGSB-BJDJZHNGSA-L
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
23dhmp,PDGXJDXVGMHUIR-UJURSFKZSA-M
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
trnaleu,NA
dec22encoa,NA
udpamagdapaa,NA
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N
acb,NA
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
h23k5mt1pp,NA
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
oxo3deccoa,NA
2ddg6p,OVPRPPOVAXRCED-WVZVXSGGSA-K
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
glycogen,NA
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
diact,QSJXEFYPDANLFS-UHFFFAOYSA-N
trptrna,NA
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L
dap24,NA
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
tet1decg3p,NA
thexdecenoylcoa,NA
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N
fru_B,RFSUNEUAIZKAJO-ARQDHWQXSA-N
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L
2h3oppan,QWBAFPFNGRFSFB-UHFFFAOYSA-M
rhcys,IQFWYNFDWRYSRA-BLELIYKESA-N
h2isocap,NA
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
cmp,IERHLVCPSMICTF-XVFCMESISA-L
malacp,NA
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N
o3xopalmacp,NA
m2butp,NA
m4po,NA
palmacp,NA
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
sbt__D,FBPFZTCFMRRESA-JGWLITMVSA-N
fesm,NA
elecacceptoxi,NA
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
oxo3myristacp,NA
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K
bglycogen,NA
selprotein,NA
pyr5carb,NA
isocapcoa,NA
dhettp,NA
pppgpp,NA
ham,AVXURJPOCDRRFD-UHFFFAOYSA-N
dgal6p,NA
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
raffin,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
3uib,PHENTZNALBMCQD-UHFFFAOYSA-M
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L
pmf,NA
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J
mql8,OIEZRVBFVPGODT-WQWYCSGDSA-N
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
trnasecys,NA
mn2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
lpteichoic,NA
betald,SXKNCCSPZDCRFD-UHFFFAOYSA-N
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
selnp,JRPHGDYSKGJTKZ-UHFFFAOYSA-K
o3xododecacp,NA
sbt6p,GACTWZZMVMUKNG-SLPGGIOYSA-L
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
cystrna,NA
phe__L,COLNVLDHVKWLRT-QMMMGPOBSA-N
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
fdxrd,NA
octacp,NA
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
sracp,NA
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
galt1p,GACTWZZMVMUKNG-DPYQTVNSSA-L
ivcoa,UYVZIWWBJMYRCD-ZMHDXICWSA-J
5forthf,YCWUVLPMLLBDCU-STQMWFEESA-L
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
fdxr_42,NA
cbshclin,NA
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
o3xopalmcoa,NA
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L
salcn,NGFMICBWJRZIBI-UJPOAAIJSA-N
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L
ival,NA
escul,NA
23dappa,PECYZEOJVXMISF-REOHCLBHSA-N
p3pyr,NA
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J
3hmbcoa,PEKYNTFSOBAABV-LQUDNSJZSA-J
RNA,NA
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N
acacacp,NA
selencysthne,NA
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
lpro,NA
so3,LSNNMFCWUKXFEE-UHFFFAOYSA-L
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
DNA,NA
5prdmbz,ZMRGXEJKZPRBPJ-SYQHCUMBSA-L
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M
2maacoa,NHNODHRSCRALBF-NQNBQJKNSA-J
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K
pyam5p,ZMJGSOSNSPKHNH-UHFFFAOYSA-M
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
ptcys,QSYCTARXWYLMOF-CBAPKCEASA-M
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
dodec22encoa,NA
2ippm,NJMGRJLQRLFQQX-HYXAFXHYSA-L
but2encoa,NA
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M
tgt,NA
myrphgl,NA
d3odecacp,NA
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M
ch4s,LSDPWZHWYPCBBB-UHFFFAOYSA-N
3aib__D,NA
gccoa,NA
hexacp,NA
dhex12decg3p,NA
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
6hmhptpp,FCQGJGLSOWZZON-UHFFFAOYSA-K
q8h2,LOJUQFSPYHMHEO-SGHXUWJISA-N
tagur,IZSRJDGCGRAUAR-WDCZJNDASA-M
acon_C,GTZCVFVGUGFEME-IWQZZHSRSA-K
56dthm,NBAKTGXDIBVZOO-UHFFFAOYSA-N
5mcsn,LRSASMSXMSNRBT-UHFFFAOYSA-N
tmam,NA
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
fes,NA
psuri5p,NA
toct2encoa,NA
d3odeccoa,NA
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
abg4,NA
h3decacp,NA
6pgg,NA
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
SOLPOOL,NA
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
trnagln,NA
tre6p,LABSPYBHMPDTEL-LIZSDCNHSA-L
mqn8,LXKDFTDVRVLXFY-WQWYCSGDSA-N
dachi,NA
3hbcoa,QHHKKMYHDBRONY-VKBDFPRVSA-J
cbflll,NA
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
36dahx,QKEWQOJCHPFEAF-YFKPBYRVSA-O
myrstacp,NA
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
m5t23dopp,NA
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L
din,VGONTNSXDCQUGY-RRKCRQDMSA-N
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
mettrna,NA
vaccoa,UATIGEHITDTAGF-CITAKDKDSA-J
cbpcr7,NA
o3xodecacp,NA
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J
t2eacp,NA
cellb6p,ITPHOIFCAFNCLL-QRZGKKJRSA-L
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M
co1dam,NKLHEMWEQJCPPF-OKJGWHJPSA-H
hexcoa,NA
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
mecfsp,NA
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G
isocaprecoa,NA
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
drib,PDWIQYODPROSQH-PYHARJCCSA-N
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
a4imz,NA
cobya,ZRAQEEAQQLYOBK-OKJGWHJPSA-F
glntrna,NA
thexdecenoylacp,NA
alatrna,NA
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
aprut,KLZGKIDSEJWEDW-UHFFFAOYSA-O
acgal,OVRNDRQMDRJTHS-KEWYIRBNSA-N
hexdp,NGFSMHKFTZROKJ-MMSZMYIBSA-K
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
trnapro,NA
dodec2enacp,NA
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
DPA,WJJMNDUMQPNECX-UHFFFAOYSA-L
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
2mbald,BYGQBDHUGHBGMD-UHFFFAOYSA-N
acetone,CSCPPACGZOOCGX-UHFFFAOYSA-N
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
acbda,NA
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
4hoxpacd,IPRPPFIAVHPVJH-UHFFFAOYSA-N
dgludpalmgl,NA
m3yristcoa,NA
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
codscl5a,FMPRUTAGAUSVOA-IBAGIMPYSA-E
dgludmygl,NA
h3hacp,NA
valtrna,NA
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M
uri,DRTQHJPVMGBUCF-XVFCMESISA-N
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
unsc,NA
ppap,FMNMEQSRDWIBFO-UHFFFAOYSA-L
pgpditetdec,NA
fdxo_42,NA
glyb,KWIUHFFTVRNATP-UHFFFAOYSA-N
h4but,NA
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N
4hphac,HBMCQTHGYMTCOF-UHFFFAOYSA-N
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N
hom__L,UKAUYVFTDYCKQA-VKHMYHEASA-N
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M
LIPID,NA
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
h3excoa,NA
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
4abutn,DZQLQEYLEYWJIB-UHFFFAOYSA-O
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L
glyclt,AEMRFAOFKBGASW-UHFFFAOYSA-M
b2eacp,NA
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
2hxmp,CQRYARSYNCAZFO-UHFFFAOYSA-N
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
uppg3,HUHWZXWWOFSFKF-UHFFFAOYSA-F
2shchc,QJYRAJSESKVEAE-PSASIEDQSA-L
trnaser,NA
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
strcdlpn,NA
hpyr,HHDDCCUIIUWNGJ-UHFFFAOYSA-M
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
hicit,OEJZZCGRGVFWHK-WVZVXSGGSA-K
a5pn,NA
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N
3c3hmp,BITYXLXUCSKTJS-ZETCQYMHSA-L
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
5mdr1p,JTFITTQBRJDSTL-KVTDHHQDSA-L
dmbzid,LJUQGASMPRMWIW-UHFFFAOYSA-N
Pald,YEMKIGUKNDOZEG-UHFFFAOYSA-M
palmcoa,NA
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N
g1p_B,HXXFSFRBOHSIMQ-DVKNGEFBSA-L
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
phosglcditetdec,NA
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
23dhb,GLDQAMYCGOIJDV-UHFFFAOYSA-M
teichoic,NA
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
cdpdtetdecglc,NA
gal1p,HXXFSFRBOHSIMQ-FPRJBGLDSA-L
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
4abut,BTCSSZJGUNDROE-UHFFFAOYSA-N
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L
asp__D,CKLJMWTZIZZHCS-UWTATZPHSA-M
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K
glc__aD,WQZGKKKJIJFFOK-DVKNGEFBSA-N
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
adocbl,ZIHHMGTYZOSFRC-QRVZQHAISA-N
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
trnatyr,NA
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
trnaasn,NA
co,UGFAIRIUMAVXCW-UHFFFAOYSA-N
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
rbl__L,ZAQJHHRNXZUBTE-UCORVYFPSA-N
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M
acgal6p,BRGMHAYQAZFZDJ-KEWYIRBNSA-L
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
sucbz,YIVWQNVQRXFZJB-UHFFFAOYSA-L
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
isobuta,NA
toct2enacp,NA
hepdp,LSJLEXWXRKTZAJ-YUIIPXGZSA-K
digludstgl,NA
m2bcoa,NA
allphn,AVWRKZWQTYIKIY-UHFFFAOYSA-M
mycdlpn,NA
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L
1btol,LRHPLDYGYMQRHN-UHFFFAOYSA-N
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
salcn6p,FSJKOMDYZYBBLV-UJPOAAIJSA-L
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
phosglcdioctdec,NA
mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M
fmettrna,NA
moco,NA
mglucsyldstgl,NA
1pyr5c,DWAKNKKXGALPNW-UHFFFAOYSA-M
uagmda,PNWZQTONLRRPST-KLDRQJOASA-J
adcobdam,OCNLJCZKGHKJGF-QOCQOLRHSA-N
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
s17bp,OKHXOUGRECCASI-SHUUEZRQSA-J
i2ac,NA
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J
malt,GUBGYTABKSRVRQ-PICCSMPSSA-N
actn__S,NA
mnl1p,GACTWZZMVMUKNG-KVTDHHQDSA-L
adocbip,MQCMBMUJJHSGIF-QMUWONGRSA-K
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
cdpg,PZJOIILIPTVGFU-UWTATZPHSA-K
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N
ibcoa,AEWHYWSPVRZHCT-NDZSKPAWSA-J
hqn,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
trnamet,NA
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
cgly,ZUKPVRWZDMRIEO-VKHMYHEASA-N
escut,NA
trnaphe,NA
h3bacp,NA
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F
trnagly,NA
d23hb,NA
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
sprm,PFNFFQXMRSDOHW-UHFFFAOYSA-R
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
trnatrp,NA
ncmylasp,NA
hcit,NA
ad,DLFVBJFMPXGRIB-UHFFFAOYSA-N
e4p,NGHMDNPXVRFFGS-IUYQGCFVSA-L
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
malt6p,ITPHOIFCAFNCLL-ASMJPISFSA-L
copre6,DFFFCFUPOVLDTP-IICGDJHVSA-N
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
mocogdp,VQAGYJCYOLHZDH-ILXWUORBSA-K
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
gcoa,NA
sectrnasec,NA
mnl,FBPFZTCFMRRESA-KVTDHHQDSA-N
asptrna,NA
d2rib1p,NA
thex2encoa,NA
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N
