,MW,kcat,kcat_MW
ALATA_D2_num1,90.6332,9300.5069976,102.61699904229354
ALATA_D2_num2,145.9788,9300.5069976,63.71135396098611
SHCHD2,99.9028,1224.0,12.251908855407455
CPPPGO,68.6453,900.0,13.110875762798036
GTHOr,97.545,25901.6161428,265.53504682761803
DHORD5,36.7745,38657.174040000005,1051.195095514555
GLYCTO2,137.2828,50485.468176,367.7479493133881
GLYCTO3,137.2828,57086.121564,415.8286512512856
GLYCTO4,137.2828,117077.842044,852.8223640834831
PFK_3,139.3682,208800.0,1498.1896874609847
TRPS2,143.4143,9309.2050944,64.91127519640649
G3PD5_num1,148.4235,60326.17992,406.4462832368189
G3PD5_num2,113.5011,60326.17992,531.5030419969498
LEUTAi_num1,204.5619,54098.622612,264.46089233625617
LEUTAi_num2,87.0756,54098.622612,621.2833745848435
SHK3Dr,29.4136,46104.63948,1567.459932820192
SHK3Dr_reverse,62.4556,29504.424816,472.4063945586945
G5SD,178.5202,50400.0,282.3209922462556
ALATA_L2_num1,145.9788,22488.0471504,154.05008912527023
ALATA_L2_num2,90.6332,22488.0471504,248.12151783673087
MAN6PI,42.85,39462.133968,920.9366153558926
APRAUR,80.6766,1152.0,14.279233383657717
DB4PS,46.7069,1224.0,26.205978131710733
RBFK,34.7343,324.0,9.327955364006185
ACP1_FMN_num1,30.3709,23467.2357204,772.6881890362156
ACP1_FMN_num2,27.1218,23467.2357204,865.2536232993385
ACP1_FMN_num3,30.1962,23467.2357204,777.1585736085997
RBFSb,70.3347,108.0,1.5355151866717285
DMATT,32.1596,432.0,13.433002898045997
GRTT,32.1596,432.0,13.433002898045997
UPP3S,27.7979,3600.0,129.50618571906512
UPPDC1,39.2481,2916.0,74.2965901534087
TMDPP,94.4142,30479.0006232,322.8222091931087
HCO3E_num1,100.3871,32760.0,326.33675043905043
HCO3E_num2,47.5285,32760.0,689.2706481374333
IMPC,57.3292,17248.074814800002,300.86020413332125
IMPD,208.0898,6480.0,31.14040188418653
ECOAH4_num1,77.0722,41618.871828,539.9984926860789
ECOAH4_num2,159.1878,41618.871828,261.4451096629264
GLUTRS,53.8157,324.0,6.020547907023415
TMPPP,23.0153,72.0,3.128353747289846
URIK1,24.3531,19423.538298,797.5797043497541
URIK2,24.3531,9433.6233336,387.3684801359991
CYTDK1,24.3531,9981.4541004,409.8637996969585
CYTDK2,24.3531,9559.0893528,392.5204328319597
XPPT,67.8824,10439.9018712,153.7939417463142
HXPRT_num1,67.8824,17665.8458472,260.2419161255347
HXPRT_num2,80.461,17665.8458472,219.557870859174
NDPK5_num1,23.586,9864.9134928,418.25292515899264
NDPK5_num2,61.8538,9864.9134928,159.48758997507025
DHORTS,77.6548,37265.833836,479.8909254289497
OMPDC,52.7005,86400.0,1639.4531361182533
CS,288.0899,104400.0,362.3868799288
ICDHyr,91.5134,39600.0,432.72351371493136
ACALD_num1,33.4425,347838.28218,10401.084912312175
ACALD_num2,3845.0896,347838.28218,90.46298483655622
ACS,72.0936,32028.8113296,444.2670546289824
PPA_num1,116.2719,303342.672204,2608.907846212197
PPA_num2,26.9004,303342.672204,11276.511583619576
PPA_num3,118.2214,303342.672204,2565.886313340901
PPCK,59.6435,97061.545872,1627.3616717999446
ME1,252.7893,60940.100376,241.0707271866333
ALAR_num1,77.6892,113967.72324,1466.9699680264437
ALAR_num2,78.3059,113967.72324,1455.4168107383991
ALATA_L_num1,91.0347,63159.7104,693.7981934361293
ALATA_L_num2,92.4324,63159.7104,683.3070481779117
XYLK_num1,122.1788,24801.4977948,202.99346363526243
XYLK_num2,105.2365,24801.4977948,235.6739134691861
RBK,64.581,59351.153832,919.018810981558
GLYK,224.9231,45670.441968,203.04913976376807
PPM,44.37,158919.13972799998,3581.6799578093305
ASPTA_num1,87.1467,13921.6490172,159.7495833714874
ASPTA_num2,87.0756,13921.6490172,159.88002399294407
FBP_num1,68.6469,274394.256768,3997.183511098097
FBP_num2,147.3357,274394.256768,1862.374541730212
FBP_num3,71.7046,274394.256768,3826.731573260293
FBP_num4,29.7211,274394.256768,9232.304886696656
GLGC,194.7906,18829.6156188,96.66593572174426
PYK_num1,205.4286,427444.77816,2080.7461967807794
PYK_num2,202.9177,427444.77816,2106.4933131018142
A5PISO_num1,140.7843,55549.16712,394.56933138141113
A5PISO_num2,136.1257,55549.16712,408.0725911418637
IPPMIb,72.3693,23255.0945712,321.339222172938
ACHBS_num1,143.0927,67064.871564,468.6812923650193
ACHBS_num2,161.9222,67064.871564,414.179597139861
ACLS_num1,161.9222,241177.320468,1489.4642023638512
ACLS_num2,143.0927,241177.320468,1685.4620848443
PSCVT,46.0958,75600.0,1640.0626521288275
ANS,228.7288,17526.9833028,76.62779371377806
ANPRT,113.7399,18000.0,158.2558099664234
CHORM_num1,86.2227,123098.130864,1427.6765963487571
CHORM_num2,84.085,123098.130864,1463.9725380745674
CHORS,156.5498,151200.0,965.8268487088452
IGPS,49.4923,18000.0,363.6929380934004
ECOAH6_num1,77.0722,36593.980488,474.8012965505072
ECOAH6_num2,159.1878,36593.980488,229.8793028611489
ENO,91.3099,828000.0,9068.020006592931
FBA_num1,78.2945,313200.0,4000.280990363308
FBA_num2,381.0919,37445.931792,98.2595846093816
MGSA,101.5115,10091.6424504,99.41378514158497
PPS,174.8702,370888.94268,2120.938517140142
PGI,123.0595,41112000.0,334082.2935246771
PGK,41.1182,81612.68644800001,1984.8312048679168
EDA,66.8521,44337.531384,663.2182292553263
PGL,36.3076,662400.0,18244.114179951303
RPE,24.5542,198533.187612,8085.508288276547
TALA_num1,70.4385,49937.715972,708.9548467386443
TALA_num2,35.6588,49937.715972,1400.4317579952217
TKT1_num1,144.4235,182904.1236,1266.4429514587307
TKT1_num2,73.0427,182904.1236,2504.071229568458
G6PDA,178.6452,151224.255216,846.5061206010573
ALCD2x_num1,3845.0896,65388.128904000005,17.005619037850252
ALCD2x_num2,141.5183,65388.128904000005,462.04716212673554
ALDD2y_num1,29.4102,22093.1682012,751.2076830895403
ALDD2y_num2,84.194,22093.1682012,262.40786993372444
ALDD2y_num3,225.2254,22093.1682012,98.0935906927016
ALDD2y_num4,31.488,22093.1682012,701.6377096417682
ALDD2y_num5,36.5018,22093.1682012,605.2624309266939
RMI,188.7978,34888.9751748,184.7954540508417
FMNAT,34.7343,324.0,9.327955364006185
NADDP_num1,59.3779,10638.0054396,179.1576569666492
NADDP_num2,73.6061,10638.0054396,144.52613899663208
NMNAT_num1,189.3833,9306.7156656,49.14221932768095
NMNAT_num2,24.528,9306.7156656,379.4323086105675
HMPK1_num1,114.5344,15927.764814,139.0653359514696
HMPK1_num2,61.6948,15927.764814,258.1702965890156
NDPK6_num1,23.586,9855.5755464,417.85701460188255
NDPK6_num2,61.8538,9855.5755464,159.33662194400347
NDPK8_num1,23.586,15171.8703768,643.2574568303231
NDPK8_num2,61.8538,15171.8703768,245.2859869046041
PYNP2r,162.9545,44972.730108,275.98335798029507
DURIPP_num1,94.4142,31920.232392,338.087198662913
DURIPP_num2,155.6995,31920.232392,205.01178482911
PTRCTA,99.3227,36125.794296,363.7214281931522
CYSDS_num1,172.8495,13182.3780156,76.26506304964722
CYSDS_num2,211.0938,13182.3780156,62.44796396483459
TRPAS2,211.0938,23909.431644,113.26449021240796
NDP3_num1,17.4329,34101.470469600004,1956.1559160896927
NDP3_num2,35.3527,34101.470469600004,964.6072427169638
CDPPH,35.3527,28855.364306400003,816.213876348907
NDP7,35.3527,33721.6093776,953.8623465138448
PMDPHT_num1,30.1962,9471.6204372,313.6692841218432
PMDPHT_num2,27.1218,9471.6204372,349.2253625201868
ILETA,204.5619,22229.6857848,108.66972679076602
VALTA,204.5619,9473.113026,46.30927375039046
ORPT,47.134,11843.9159184,251.2817906055077
RBFSa,969.3906,7200.0,7.427346623744856
DHAD2,131.0631,500400.0,3818.008272351257
G1PP_num1,22.7318,9921.6603216,436.4661101012679
G1PP_num2,23.0075,9921.6603216,431.23591531457134
G1PP_num3,29.7211,9921.6603216,333.82547488484613
PFL_num1,118.3894,66265.409376,559.7241761171185
PFL_num2,198.9187,66265.409376,333.12810397413614
PFL_num3,114.1398,66265.409376,580.5635665736229
PFL_num4,213.2029,66265.409376,310.8091370989794
FRD2,121.2166,39705.414012,327.55756234707127
FRD3,121.2166,40135.545684,331.1060175256524
POX,248.0455,11451.8452104,46.1683248049249
PTAr_num1,463.0325,547821.76428,1183.1173066253448
PTAr_num2,72.1335,547821.76428,7594.554046039635
ACKr_num1,42.4337,168823.251792,3978.51829541143
ACKr_num2,43.2904,168823.251792,3899.784982166947
ACKr_num3,43.3841,168823.251792,3891.362314580688
MOAT,47.2911,212400.0,4491.331349873443
UDCPDPS,56.8883,504.00000000000006,8.859466709323359
USHD,26.8942,20475.11943,761.3210071316493
LPADSS,84.7649,187200.0,2208.46128527256
TDSK,35.5893,26884.7143848,755.415655402045
NTPP1_num1,14.9271,29218.073666400003,1957.384466266053
NTPP1_num2,60.8246,29218.073666400003,480.3660635071994
NTPP2_num1,14.9271,10172.328768,681.4671817030769
NTPP2_num2,60.8246,10172.328768,167.24037261239695
NTPTP1,356.2976,28199.9018844,79.14704416869493
NTPTP2,356.2976,58754.90664,164.90402023477003
IPMD_num1,79.034,17640.0,223.1950805982236
IPMD_num2,40.3149,17640.0,437.5553455422189
AIRC3,142.2426,11996.2297404,84.33640653643845
ADSL2r,206.1712,54000.0,261.9182504636923
PUNP5_num1,179.0077,18776.875842,104.8942355105395
PUNP5_num2,155.6995,18776.875842,120.59689235996262
PUNP6_num1,155.6995,19606.6029096,125.92592082569308
PUNP6_num2,179.0077,19606.6029096,109.5293828678878
PUNP7,179.0077,19138.3918956,106.91379139333112
RNDR1_num1,274.1399,9882.9052704,36.05059048463941
RNDR1_num2,270.3917,9882.9052704,36.550327803701066
RNDR3_num1,270.3917,12566.4747876,46.47507592725664
RNDR3_num2,274.1399,12566.4747876,45.83964168513959
RNDR4_num1,270.3917,10859.4863892,40.162055230245606
RNDR4_num2,274.1399,10859.4863892,39.61293627523757
TMDS,60.9594,26640.0,437.0121753166862
TMDK1,23.4566,9983.4833304,425.6151074921344
PPCDC,521.2577,540.0,1.0359559196919297
FTHFD,191.6083,11273.5449468,58.83641234121904
EDD,64.639,48328.786944,747.6722558207894
DHQTi,54.9333,212400.0,3866.507200550486
PUNP1,155.6995,17754.490677600003,114.0304925680558
PUNP2,155.6995,16381.1871504,105.2102746020379
PUNP3_num1,179.0077,16041.2979096,89.61233460683535
PUNP3_num2,155.6995,16041.2979096,103.02729237794598
LYSAM,38.7496,26321.8049928,679.2793988273427
DHAD1,131.0631,1512000.0,11536.427873291568
IPPMIa,72.3693,11963.9428812,165.31793013335763
G3PD7,148.4235,97058.715588,653.93091786678
NADH9_num1,40.34,10293.4264572,255.1667441051066
NADH9_num2,47.3587,10293.4264572,217.3502747583865
NADH9_num3,83.3822,10293.4264572,123.44872715279762
NADH9_num4,40.7511,10293.4264572,252.5926038119217
NADH10_num1,40.34,21675.0415536,537.3089130788298
NADH10_num2,47.3587,21675.0415536,457.67813630019407
NADH10_num3,40.7511,21675.0415536,531.8885024845955
NADH10_num4,83.3822,21675.0415536,259.94806509782666
MDH,64.6746,25920.0,400.7755749552375
FUM_num1,120.2106,104334.9147,867.9343976321557
FUM_num2,120.5972,104334.9147,865.1520491354692
FUM_num3,201.9555,104334.9147,516.623289288977
PYDXNK,61.6948,9300.850736400002,150.75582928220857
PYAM5PO,51.0903,9300.8461428,182.0472015783818
OHPBAT,79.5666,3.6,0.0452451154127485
GLUTRR,92.6136,9680.9819904,104.53088952810386
GLCS1,52.8224,12943.083978,245.03021403798385
GLCP_num1,186.3451,26911.7995104,144.4191422817128
GLCP_num2,181.0448,26911.7995104,148.64718296465847
HEMEOS,32.2485,10296.682596,319.2918305037444
ADMDC,30.3846,99039.6036,3259.5329081179284
AGMT,67.1141,34948.0972368,520.7266019629259
ARGDC,844.2524,10396.287288,12.314193347866112
ARGSS,199.5936,10080.0,50.50262132653552
AGPR,35.9521,27140.712948,754.9131468815451
SPMS,64.6428,20729.7816624,320.6819887504873
G1SAT,90.7322,324.0,3.570948351301963
KDOCT2,27.6144,15120.0,547.5404136972014
OAADC,66.8521,17454.5641656,261.0922344339221
MNNH,44.838,54841.495428,1223.10306945002
ALTRH,54.0931,69858.52128,1291.449764942294
GUI1,53.9872,86159.1663,1595.9184084375554
PGAMT,47.5436,36035.473896,757.945841206808
UAGDP,147.5702,57600.0,390.3227074300909
UAGCVT,44.8176,11880.0,265.07443504337584
GLUR,31.002,88419.509928,2852.058251983743
UAG2E,84.4892,57209.157144,677.1179883819472
MACPD,85.2266,17858.856078,209.5455653281957
DMQMT,53.1109,22755.6714168,428.45576739991225
ICHORS_copy1,42.9316,50074.224624,1166.3721972626224
HACD5_num1,159.1878,40209.199668,252.58970642222585
HACD5_num2,77.0722,40209.199668,521.7082121439378
HPPK2,18.0788,576.0,31.8605217160431
PTPATi,107.0198,1980.0,18.50124930153112
HEX7,32.4998,31530.9585312,970.1893098172912
DXPRIi,86.776,11880.0,136.9042131464921
OPHBDC,333.6225,9504.9789516,28.49022158757278
OHPHM,53.1109,24071.539068,453.2316166361331
GHMT2r,90.6332,3596400.0,39680.82336274125
DHORD2,36.7745,72000.0,1957.8784211885952
ADK4,23.586,9420.7383576,399.4207732383617
INSK,96.8976,38426.539932,396.5685417595482
ABTA_num1,91.5493,33853.97349,369.7895395158674
ABTA_num2,44.7291,33853.97349,756.8668605002111
SSALx,99.4357,21752.9700192,218.7641864963992
ASPT,209.4245,20574.122238,98.24123843198862
SERD_L_num1,211.0938,78829.072704,373.431492085509
SERD_L_num2,48.9066,78829.072704,1611.8289291015938
SERD_L_num3,97.0433,78829.072704,812.308244917475
SERD_L_num4,48.7529,78829.072704,1616.9104341280213
SERD_L_num5,140.9296,78829.072704,559.3507162725219
THRD_num1,148.9562,74588.90950800001,500.7439066517541
THRD_num2,40.3513,74588.90950800001,1848.4883884286253
KARA1,216.2761,15966.4598028,73.8244299892591
KARA2,216.2761,281880.0,1303.334025350004
ACCOAC,252.4556,132480.0,524.7655429311134
NADK,195.3983,3960.000000000001,20.266297096750588
ICHORS_copy2,97.5291,24753.812418,253.8095031944312
SUCBZS,35.4766,25537.986612,719.8544001398105
DHBD,104.9986,14589.9807336,138.95405018352625
ICHORT,32.5543,13917.9253932,427.5295550265249
RBK_L1,122.1788,26478.8845092,216.7224142748169
RBP4E_num1,25.2777,84320.750844,3335.7762313818107
RBP4E_num2,102.0756,84320.750844,826.0617703349283
RBP4E_num3,25.5609,84320.750844,3298.817758529629
NTD2_num1,25.3006,9722.7663408,384.2899512580729
NTD2_num2,26.9004,9722.7663408,361.43575340143633
NTD2_num3,27.1631,9722.7663408,357.9402329189231
NTD4_num1,26.9004,25068.671154,931.907003390284
NTD4_num2,27.1631,25068.671154,922.8943365816124
NTD5_num1,45.4161,10199.2364712,224.57314633356893
NTD5_num2,26.9004,10199.2364712,379.1481342730963
NTD5_num3,25.3006,10199.2364712,403.1223161189853
NTD5_num4,20.2554,10199.2364712,503.531723451524
NTD6_num1,45.4161,14096.0551104,310.3757282197283
NTD6_num2,26.9004,14096.0551104,524.009126644957
NTD6_num3,20.2554,14096.0551104,695.9159093575047
LGTHL,29.8397,9557.43858,320.2927167498333
PYDXPP_num1,30.2013,29369.9036412,972.471504246506
PYDXPP_num2,30.3709,29369.9036412,967.040938569486
PYDXPP_num3,29.7077,29369.9036412,988.6293331762472
PYDXPP_num4,27.1631,29369.9036412,1081.2427020921766
PDXPP,30.2013,22698.0003096,751.5570624310874
HACD6_num1,159.1878,31487.3037504,197.79972931594008
HACD6_num2,77.0722,31487.3037504,408.5429473973755
ECOAH1_num1,77.0722,43149.264552,559.8551040712475
ECOAH1_num2,159.1878,43149.264552,271.05886601862704
ECOAH2_num1,77.0722,48500.51292,629.2867326999879
ECOAH2_num2,159.1878,48500.51292,304.6748112606619
ECOAH3_num1,77.0722,44125.787664,572.5253420039911
ECOAH3_num2,159.1878,44125.787664,277.19327526355664
UGLT,79.2914,67891.373892,856.2261971916249
DXPS,135.2339,3960.000000000001,29.28259852004564
CDPMEK,61.8507,4680.0,75.66607976950948
MECDPS,50.6926,324.0,6.391465420988468
DDGLK,33.9624,171581.330736,5052.096752172991
XYLI2,198.968,37166.122692,186.79447294037232
PMANM,50.4626,28985.116752,574.3880963723628
ICL,190.0863,58476.22074,307.6298541241531
GLYCL,364.0876,36542.313396,100.3668166562113
HCYSMT,33.4228,39542.547456,1183.1009806479408
UDPG4E,74.5302,13617.8128944,182.71536765499087
LACZ,465.9314,74153.44238400001,159.15098742862148
TRE6PH,63.8377,31368.0744648,491.3722528349236
XYLI1,198.968,23950.648206,120.37437279361504
PPC,396.2504,3596400.0,9076.079166103047
G3PT_num1,30.4128,9873.8253288,324.6601867897727
G3PT_num2,27.1631,9873.8253288,363.5014165835269
CINNDO,126.9954,34531.8373224,271.91407974147097
DHPPD,28.4996,16735.640126399998,587.2236847675055
DHCIND,28.4996,14890.464406800002,522.4797683756965
CITL,614.1003,144633.90985199998,235.5216401164435
GOFUCR,72.2823,10022.3023932,138.65500119946375
PYDXK_num1,61.6948,9301.0448556,150.75897572566893
PYDXK_num2,62.6444,9301.0448556,148.47368408987873
GTPCII2,43.672,432.0,9.891921597362154
SADT2,350.9871,102441.80628,291.8677247112501
LCARS,81.0267,12525.2068248,154.58122846913423
ALCD19_num1,141.5183,66988.944936,473.35888670228513
ALCD19_num2,3845.0896,66988.944936,17.421946405618222
RMPA,120.582,25917.5420028,214.9370718913271
SBTPD,111.4315,16357.7590092,146.79654325033763
PFK_2,139.3682,28729.9706508,206.1443761977266
GLTPD,74.7803,22429.0450836,299.9325368258753
TGBPA_num1,172.3671,31362.7678812,181.95333031187505
TGBPA_num2,77.9206,31362.7678812,402.4964884921317
MANAO,53.5802,42550.179408,794.1399884285614
TAGURr,54.8083,28666.3497336,523.0293538314452
PGLYCP,27.3892,10590.8458824,386.679635856469
GLXCL,129.4635,50871.83922,392.9434877011667
TARTD,110.826,40271.467896,363.3756329381193
GLCRAL,164.305,24765.1175952,150.72650007729524
KAS14_num1,85.2266,9362.983381200002,109.85987216667098
KAS14_num2,86.0915,9362.983381200002,108.75618825551886
EDTXS1,35.4068,12691.7564868,358.45533871459725
EDTXS2,37.4104,22707.3875616,606.9806139896926
EDTXS3,35.4934,16672.680234,469.7402963367837
EDTXS4,37.4104,63673.517448,1702.0271755447682
NNDPR,65.5241,1656.0,25.27314377458065
HACD4_num1,159.1878,38552.38416,242.18177624164665
HACD4_num2,77.0722,38552.38416,500.2112844838996
HACD7_num1,77.0722,34363.0920204,445.8558600948202
HACD7_num2,159.1878,34363.0920204,215.8651103941382
AACPS1,89.3395,9300.0854844,104.09824864029906
SDPDS,82.538,1540800.0,18667.7651505973
DMSOR1_num1,233.0425,51527.575512,221.1080618857076
DMSOR1_num2,144.0938,51527.575512,357.59745049405325
DKGLCNR2y,70.791,17120.400569999998,241.8443102936814
2DGULRy,70.791,19562.4162288,276.3404419883884
RZ5PP,23.3085,14207.1653772,609.5272272861832
NTD9_num1,20.2554,9725.196348,480.1285754909801
NTD9_num2,26.9004,9725.196348,361.5260868983361
NTD9_num3,25.3988,9725.196348,382.8998357402712
NTD9_num4,27.1631,9725.196348,358.0296927817517
NTD10,26.9004,9327.137796,346.7285912477138
ADPT,39.7178,10116.3236976,254.7050364723121
ADK1,23.586,111600.0,4731.62045281099
OCTDPS,70.4339,1080.0,15.33352547565874
AACPS2,89.3395,9300.0826116,104.09821648430984
AACPS3,89.3395,20818.4973336,233.0267947951354
AACPS4,89.3395,19801.4710104,221.64295759882248
AMANK,29.6439,18940.1892084,638.9236641737423
ACNML,130.3739,22534.1909424,172.8428078196633
CAT_num1,336.6504,190740.270204,566.582633509421
CAT_num2,320.0953,190740.270204,595.8858821232302
SERASr,141.991,58615.064136,412.8083057095168
DMSOR2,144.0938,94768.540272,657.6864533519139
ACMAMUT,27.9282,20034.1925388,717.3463574021955
DDGALK,31.3736,25598.3255244,815.9192927939414
AB6PGH_num1,53.1613,42497.061408,799.3984610609598
AB6PGH_num2,55.3608,42497.061408,767.6381375991677
AB6PGH_num3,53.9349,42497.061408,787.9325150876334
AMALT1,78.5035,57278.029752,729.623898959919
MLTP2,181.0448,27243.3634668,150.4785747328838
PACCOAL,48.9529,21124.0937268,431.5187399888465
GP4GH,31.2967,10828.7474652,346.0028522240364
ACGAMT,81.9145,10386.8451828,126.8010569899102
AADDGT,40.6396,231887.77365600003,5705.9561033081045
GMHEPK,102.1012,1502082.99396,14711.707540753683
TRE6PS,53.6112,26430.1729452,492.9972271689498
UDCPDP_num1,29.0213,15096.386152799998,520.1829743257538
UDCPDP_num2,22.3986,15096.386152799998,673.987934638772
UDCPDP_num3,29.7588,15096.386152799998,507.2914953828783
TREH,63.6967,19724.518926,309.663121103605
CYTK1,24.7463,86400.0,3491.431042216412
CYTK2,24.7463,25750.1017152,1040.563709128233
GK1,47.1854,151200.0,3204.381016161779
HACD1_num1,159.1878,38780.618328,243.61551782234568
HACD1_num2,77.0722,38780.618328,503.172587885126
HACD2_num1,159.1878,39035.142144,245.21440803880697
HACD2_num2,77.0722,39035.142144,506.4749954458287
ACACCT_num1,92.9717,27123.738894,291.7418837560247
ACACCT_num2,57.5623,27123.738894,471.2066559883813
BUTCT,92.9717,46897.97526,504.4328033154175
2DGULRx,70.791,20094.4938024,283.85661740051705
G1PTT_num1,130.7742,10400.1490008,79.52752913648105
G1PTT_num2,130.9376,10400.1490008,79.42828492961533
TDPGDH_num1,39.7538,24678.1040076,620.7734608414793
TDPGDH_num2,81.1167,24678.1040076,304.22963468188425
UDPGALM,42.9659,651626.1936,15166.124615101744
TDPDRE,21.2701,18583.9109568,873.7105588032027
TDPDRR,32.6941,14288.3124372,437.0303032412576
G3PD6,148.4235,29478.2532336,198.6090695449171
ALLTN,198.4064,150250.763412,757.2878869431631
UAPGR,37.851,154800.0,4089.7202187524767
NDPK7_num1,23.586,9921.0209256,420.6317699313152
NDPK7_num2,61.8538,9921.0209256,160.394687563254
GLYAT,86.2341,10460.2788396,121.3009568094292
ADNUC,32.5608,45598.686588,1400.4166540134147
GMHEPPA,21.2942,283427.04726,13310.058478834611
S7PI,83.259,32534.6772024,390.7646885309696
TRPS3,143.4143,35739.907218,249.2074166802056
CRNBTCT,90.2535,21541.3236144,238.6757700742908
CRNCBCT,90.2535,22065.2700048,244.48104510960795
CRNCDH,28.1902,39436.119972,1398.9301236599954
FADRx,26.242,1090800.0,41566.95373828214
GTPDPK,83.8756,21923.859366,261.3854251534416
NDPK2_num1,23.586,24602.1421464,1043.0824279827018
NDPK2_num2,61.8538,24602.1421464,397.74665657405046
NDPK3_num1,61.8538,17317.196812799997,279.96981289427646
NDPK3_num2,23.586,17317.196812799997,734.215077283134
NDPK4_num1,23.586,12739.5992916,540.1339477486646
NDPK4_num2,61.8538,12739.5992916,205.96308216471743
FCLT_num1,33.0523,9524.0366892,288.1504975205961
FCLT_num2,35.8844,9524.0366892,265.4088319492593
FCLT_num3,93.5084,9524.0366892,101.8522046062172
HBZOPT,32.5118,9461.0360196,291.00314407691974
PNTK,72.7196,972.0,13.366410156271488
DPCOAK,22.6217,2304.0,101.84910948337216
HETZK,54.6783,11542.7660184,211.1032350749749
KDOPS,123.3308,2592.0,21.01664790952463
KDOPP,79.9884,36000.0,450.06525946262207
AST,38.4559,24033.0715776,624.9514789044074
SGDS,35.8002,76498.534296,2136.818629393132
CYNTAH,170.4884,18024.1192872,105.72050231687317
GSPMDA,141.0639,57857.653224,410.1520886917206
GSPMDS,141.0639,48666.399768,344.99542241494817
GUAD,50.2442,142271.654904,2831.60354635958
TMAOR1_num1,144.0938,100063.902564,694.4358644438553
TMAOR1_num2,233.0425,100063.902564,429.38048881212654
TMAOR2,144.0938,42205.229244,292.90107724274054
DGK1,47.1854,9898.2875808,209.7743704790041
DTMPK,23.7831,64800.0,2724.6237874793446
NDPK1_num1,23.586,22045.908312,934.7031422030018
NDPK1_num2,61.8538,22045.908312,356.4196267973835
TRDR_num1,81.0527,36024.440868,444.4570121414832
TRDR_num2,84.8008,36024.440868,424.8125120046037
PGMT_num1,58.361,111558.851496,1911.530842446154
PGMT_num2,20.7798,111558.851496,5368.620077960326
PGMT_num3,23.5649,111558.851496,4734.110965715958
FRUK,67.5114,65166.150672,965.261432469183
RHCCE,19.4162,10.8,0.5562365447409895
KG6PDC_num1,47.1562,21707.1808668,460.3250657771406
KG6PDC_num2,23.4448,21707.1808668,925.8846681055072
X5PL3E_num1,32.0066,240986.035692,7529.26070535452
X5PL3E_num2,32.4552,240986.035692,7425.190283590919
DOGULNR,73.1454,22733.5857804,310.7999379373139
BETALDHx,211.6445,18043.3770192,85.25322897216796
BETALDHy,211.6445,21034.4954004,99.38597695853188
MLTG3,69.041,48889.468872,708.1222588317087
DKGLCNR1_num1,31.1096,10057.9245012,323.3061338365006
DKGLCNR1_num2,29.4368,10057.9245012,341.67859621969774
NADTRHD,412.4831,94594.506516,229.32941135285304
FMNRx2_num1,42.5067,17654.4543744,415.3334503595904
FMNRx2_num2,26.242,17654.4543744,672.7556731346696
FMNRx2_num3,530.1587,17654.4543744,33.30032002568288
ACPS1_num1,28.1046,21613.678934400003,769.0441754872868
ACPS1_num2,21.7678,21613.678934400003,992.9197683918449
GMPS2,117.3584,18000.0,153.3763241489318
AMPN,323.9695,22311.5713668,68.86935766113785
GSNK,96.8976,69004.440756,712.1377697280428
ADCS,71.7414,9527.5776852,132.80445719208157
ADCL_num1,59.4301,5040.0,84.80551101209656
ADCL_num2,18.7769,5040.0,268.41491406994766
DHAPT,360.8342,81935.075412,227.0712571369344
UMPK_num1,24.7463,42025.02012,1698.234488388163
UMPK_num2,155.8216,42025.02012,269.6995802892539
DDPGALA,21.3906,25821.7244856,1207.1528842388714
DURIK1,23.4566,13012.2112788,554.7356086900915
UPPRT,67.5998,10152.7356672,150.18884178947275
CTPS2,241.4966,39600.0,163.9774638649157
NTD1_num1,45.4161,18381.7415772,404.7406443353789
NTD1_num2,26.9004,18381.7415772,683.3259571307491
NTD1_num3,25.3006,18381.7415772,726.5338204311362
NTD1_num4,20.2554,18381.7415772,907.498325246601
NTD7_num1,25.3988,9716.8293432,382.5704105390805
NTD7_num2,26.9004,9716.8293432,361.2150504527813
NTD7_num3,20.2554,9716.8293432,479.7155002221629
NTD7_num4,27.1631,9716.8293432,357.72166443447173
PAPPT3,39.8748,252000.0,6319.780914261639
UAGPT3,37.8147,61200.0,1618.4182341787716
F6PA_num1,229.9682,67194.11527200001,292.18872553683514
F6PA_num2,23.5552,67194.11527200001,2852.623423787529
AGMHE,174.4658,38346.394536,219.7931889000595
GMHEPAT,102.1012,348334.278408,3411.657046224726
IDOND,37.1466,19621.3609044,528.2141812278917
IDOND2,37.1466,9973.965222,268.5027760817949
GLYCLTDx_num1,70.791,20514.6863568,289.79229502055347
GLYCLTDx_num2,35.3434,20514.6863568,580.438960507478
HPYRRy_num1,35.3434,9598.2504804,271.571226322312
HPYRRy_num2,70.791,9598.2504804,135.58574508623977
ACODA,84.6947,93600.0,1105.145894607337
ADA,36.3975,38158.03206,1048.3695874716668
DADA,36.3975,37137.100104000005,1020.3200797856996
ADD,127.4787,96905.201868,760.1677917016724
ADSS,94.6899,11880.0,125.46216650350247
AGDC,163.7964,112916.461176,689.370835842546
ASNN_num1,148.509,12284.9050788,82.72162009575177
ASNN_num2,33.394,12284.9050788,367.87761510450974
ASNS2_num1,73.3011,68400.0,933.1374290426746
ASNS2_num2,125.318,68400.0,545.8114556568091
ASPCT_num1,309.2879,34791.8977548,112.49032941411544
ASPCT_num2,206.5642,34791.8977548,168.43140173757115
