reactions,metabolites,metabolitestotal,gpr,genes
PIN4K_SC_num2,ptd1ino_SC_c,ptd1ino_SC,YLR305C,YLR305C
PAPSR_num2,paps_c,paps,YPR167C and YGR209C,YGR209C
PAPSR_num2,paps_c,paps,YPR167C and YGR209C,YPR167C
PAPSR_num2,trdrd_c,trdrd,YPR167C and YGR209C,YGR209C
PAPSR_num2,trdrd_c,trdrd,YPR167C and YGR209C,YPR167C
PC_num2,hco3_c,hco3,YBR218C,YBR218C
PC_num2,pyr_c,pyr,YBR218C,YBR218C
PLBP1I_SCe_num2,ptd1ino_SC_e,ptd1ino_SC,YMR006C,YMR006C
PLBP1I_SCe_num3,ptd1ino_SC_e,ptd1ino_SC,YOL011W,YOL011W
PDE1_num2,camp_c,camp,YGL248W,YGL248W
PLBPC_SCe_num2,pc_SC_e,pc_SC,YMR008C,YMR008C
PEPAT_num2,accoa_c,accoa,YGR147C,YGR147C
PEPAT_num2,pepd_c,pepd,YGR147C,YGR147C
PMPK_num2,4ampm_c,4ampm,YPL258C,YPL258C
PPYRDC_num2,phpyr_c,phpyr,YLR134W,YLR134W
PPYRDC_num3,phpyr_c,phpyr,YGR087C,YGR087C
PPYRDC_num4,phpyr_c,phpyr,YDR380W,YDR380W
PYRDC2_num2,acald_c,acald,YGR087C,YGR087C
PYRDC2_num2,pyr_c,pyr,YGR087C,YGR087C
PYRDC2_num3,acald_c,acald,YLR134W,YLR134W
PYRDC2_num3,pyr_c,pyr,YLR134W,YLR134W
SLCBK2_num2,psphings_c,psphings,YLR260W,YLR260W
RNDR1_num2,trdrd_c,trdrd,YIL066C and YJL026W and YGR209C,YJL026W
RNDR1_num2,trdrd_c,trdrd,YIL066C and YJL026W and YGR209C,YGR209C
RNDR1_num2,trdrd_c,trdrd,YIL066C and YJL026W and YGR209C,YIL066C
RNDR1_num3,trdrd_c,trdrd,YER070W and YJL026W and YLR043C,YJL026W
RNDR1_num3,trdrd_c,trdrd,YER070W and YJL026W and YLR043C,YER070W
RNDR1_num3,trdrd_c,trdrd,YER070W and YJL026W and YLR043C,YLR043C
RNDR1_num4,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YJL026W
RNDR1_num4,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YGR209C
RNDR1_num4,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YER070W
RNDR1n_num2,adp_n,adp_n,YGR180C and YIL066C and YGR209C,YGR209C
RNDR1n_num2,adp_n,adp_n,YGR180C and YIL066C and YGR209C,YIL066C
RNDR1n_num2,adp_n,adp_n,YGR180C and YIL066C and YGR209C,YGR180C
RNDR1n_num2,trdrd_n,trdrd_n,YGR180C and YIL066C and YGR209C,YGR209C
RNDR1n_num2,trdrd_n,trdrd_n,YGR180C and YIL066C and YGR209C,YIL066C
RNDR1n_num2,trdrd_n,trdrd_n,YGR180C and YIL066C and YGR209C,YGR180C
RNDR1n_num3,adp_n,adp_n,YER070W and YGR180C and YLR043C,YER070W
RNDR1n_num3,adp_n,adp_n,YER070W and YGR180C and YLR043C,YLR043C
RNDR1n_num3,adp_n,adp_n,YER070W and YGR180C and YLR043C,YGR180C
RNDR1n_num3,trdrd_n,trdrd_n,YER070W and YGR180C and YLR043C,YER070W
RNDR1n_num3,trdrd_n,trdrd_n,YER070W and YGR180C and YLR043C,YLR043C
RNDR1n_num3,trdrd_n,trdrd_n,YER070W and YGR180C and YLR043C,YGR180C
RNDR1n_num4,adp_n,adp_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR1n_num4,adp_n,adp_n,YER070W and YGR180C and YGR209C,YER070W
RNDR1n_num4,adp_n,adp_n,YER070W and YGR180C and YGR209C,YGR180C
RNDR1n_num4,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR1n_num4,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YER070W
RNDR1n_num4,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR180C
SPMDt3i_num2,spmd_e,spmd,YLL028W,YLL028W
RNDR2_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YJL026W
RNDR2_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YGR209C
RNDR2_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YER070W
RNDR2n_num2,gdp_n,gdp_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR2n_num2,gdp_n,gdp_n,YER070W and YGR180C and YGR209C,YER070W
RNDR2n_num2,gdp_n,gdp_n,YER070W and YGR180C and YGR209C,YGR180C
RNDR2n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR2n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YER070W
RNDR2n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR180C
RNDR3_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YJL026W
RNDR3_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YGR209C
RNDR3_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YER070W
RNDR3n_num2,cdp_n,cdp_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR3n_num2,cdp_n,cdp_n,YER070W and YGR180C and YGR209C,YER070W
RNDR3n_num2,cdp_n,cdp_n,YER070W and YGR180C and YGR209C,YGR180C
RNDR3n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR3n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YER070W
RNDR3n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR180C
SPRMt2i_num2,sprm_e,sprm,YPR156C,YPR156C
SPRMt2i_num3,sprm_e,sprm,YOR273C,YOR273C
SPRMt2i_num4,sprm_e,sprm,YGR138C,YGR138C
SQLErx_num2,h_r,h_r,YNL111C and YGR175C and YKL150W,YGR175C
SQLErx_num2,h_r,h_r,YNL111C and YGR175C and YKL150W,YNL111C
SQLErx_num2,h_r,h_r,YNL111C and YGR175C and YKL150W,YKL150W
SQLErx_num2,nadh_r,nadh_r,YNL111C and YGR175C and YKL150W,YGR175C
SQLErx_num2,nadh_r,nadh_r,YNL111C and YGR175C and YKL150W,YNL111C
SQLErx_num2,nadh_r,nadh_r,YNL111C and YGR175C and YKL150W,YKL150W
SQLErx_num2,o2_r,o2_r,YNL111C and YGR175C and YKL150W,YGR175C
SQLErx_num2,o2_r,o2_r,YNL111C and YGR175C and YKL150W,YNL111C
SQLErx_num2,o2_r,o2_r,YNL111C and YGR175C and YKL150W,YKL150W
SQLErx_num2,sql_r,sql_r,YNL111C and YGR175C and YKL150W,YGR175C
SQLErx_num2,sql_r,sql_r,YNL111C and YGR175C and YKL150W,YNL111C
SQLErx_num2,sql_r,sql_r,YNL111C and YGR175C and YKL150W,YKL150W
RNDR4_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YJL026W
RNDR4_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YGR209C
RNDR4_num2,trdrd_c,trdrd,YER070W and YJL026W and YGR209C,YER070W
RNDR4n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR4n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YER070W
RNDR4n_num2,trdrd_n,trdrd_n,YER070W and YGR180C and YGR209C,YGR180C
RNDR4n_num2,udp_n,udp_n,YER070W and YGR180C and YGR209C,YGR209C
RNDR4n_num2,udp_n,udp_n,YER070W and YGR180C and YGR209C,YER070W
RNDR4n_num2,udp_n,udp_n,YER070W and YGR180C and YGR209C,YGR180C
