metname,inchikey
teca_CL,NA
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J
cdec3eACP,NA
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
rml,QZNPNKJXABGCRC-FUTKDDECSA-N
ps140,NA
actACP,NA
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
ham,AVXURJPOCDRRFD-UHFFFAOYSA-N
3haACP,NA
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
sertrna,NA
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
rdmbzi,HLRUKOJSWOKCPP-SYQHCUMBSA-N
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
cdpdtdecg,ICFWXMWHAMIZGF-WNAWUNHNSA-L
Nforglu,ADZLWSMFHHHOBV-BYPYZUCNSA-L
3ooctACP,NA
trnaglu,NA
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
fdxr_42,NA
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
iletrna,NA
thrp,USRGIUJOYOXOQJ-GBXIJSLDSA-L
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M
thex2eACP,NA
3hpalmACP,NA
codhpre6,RFBIUXAOZAPWCC-RDKWKEIWSA-E
pa181,NA
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F
murein4p3p,AKLORNSFZCNZDU-UHFFFAOYSA-H
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K
acmana,MBLBDJOUHNCFQT-XAMCCFCMSA-N
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
tpalm2eACP,NA
ddcaACP,NA
1odec11eg3p,NA
mobd,MEFBJEMVZONFCJ-UHFFFAOYSA-N
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
hexACP,NA
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L
3hoctACP,NA
trnaval,NA
3hcvac11eACP,NA
appl,HXKKHQJGJAFBHI-GSVOUGTGSA-O
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J
glu5p,PJRXVIJAERNUIP-VKHMYHEASA-L
sheme,DLKSSIHHLYNIKN-QIISWYHFSA-D
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
pa120,NA
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K
3odecACP,NA
pgp120,NA
3hcpalm9eACP,NA
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L
ocdcaACP,NA
2ahhmp,NA
btd_RR,NA
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
co2dam,IADMSJRJSGLGJI-OKJGWHJPSA-H
myrsACP,NA
clpn180,NA
t3c7mrseACP,NA
udp,XCCTYIAWTASOJW-XVFCMESISA-K
dhlpro,NA
acACP,NA
alltn,POJWUDADGALRAB-UHFFFAOYSA-N
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
ttdca,NA
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
stcoa,SIARJEKBADXQJG-LFZQUHGESA-J
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P
selnp,JRPHGDYSKGJTKZ-UHFFFAOYSA-K
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
3ocmrs7eACP,NA
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
5hbzid,NA
1ddecg3p,STTKJLVEXMKLNA-CQSZACIVSA-L
1tdecg3p,FAZBDRGXCKPVJU-MRXNPFEDSA-L
3ooctdACP,NA
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
pe120,NA
pa160,PORPENFLTBBHSG-MGBGTMOVSA-L
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
ps180,TZCPCKNHXULUIY-RGULYWFUSA-M
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
murein5p5p,WSONNHVKPYOZEY-UHFFFAOYSA-E
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
1hdec9eg3p,NA
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
1pyr5c,DWAKNKKXGALPNW-UHFFFAOYSA-M
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
cdpdodecg,PDCWLWQTNQCGRI-IGIWICMZSA-L
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
mettrna,NA
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
trnaphe,NA
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L
hgbyr,MYMATQFDUQLSCD-IPUCCYEASA-J
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
3hoctaACP,NA
pe160,SLKDGVPOSSLUAI-PGUFJCEWSA-N
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
12dgr180,NA
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M
3hhexACP,NA
murein5px3p,NA
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
gar,OBQMLSFOUZUIOB-HJZCUYRDSA-M
phe__L,COLNVLDHVKWLRT-QMMMGPOBSA-N
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N
b2coa,KFWWCMJSYSSPSK-PAXLJYGASA-J
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
murein5p4p,YJNGRCZHKAYCMA-VZNOAHCOSA-E
pre3a,AILJETHLKULYHE-IHDLTXBCSA-G
acon_C,GTZCVFVGUGFEME-IWQZZHSRSA-K
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
2dr5p,ALQNUOMIEBHXQG-CRCLSJGQSA-L
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
ppa,NA
3ocddec5eACP,NA
rbl__L,ZAQJHHRNXZUBTE-UCORVYFPSA-N
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
t3c5ddeceACP,NA
mecfsp,NA
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
so2,RAHZWNYVWXNFOC-UHFFFAOYSA-N
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
3ocvac11eACP,NA
pa180,YFWHNAWEOZTIPI-DIPNUNPCSA-L
pe180,LVNGJLRDBYCPGB-LDLOPFEMSA-N
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K
dhptd,UYTRITJAZOPLCZ-BYPYZUCNSA-N
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
quln,GJAWHXHKYYXBSV-UHFFFAOYSA-L
adocbl,ZIHHMGTYZOSFRC-QRVZQHAISA-N
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
pgp140,NA
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
2h3oppan,QWBAFPFNGRFSFB-UHFFFAOYSA-M
acmama,ICMUIFDBEVJCQA-HAFAVUGZSA-M
pg181,NA
pa161,NA
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
lpro,NA
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
cdpdhdecg,NA
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K
rml1p,KNYGWWDTPGSEPD-OTWZMJIISA-L
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
12dgr161,NA
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
3omrsACP,NA
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
trnaser,NA
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
uppg3,HUHWZXWWOFSFKF-UHFFFAOYSA-F
pe140,NA
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N
pre3b,KJHZYYJBHKAUHS-NXWQJPGNSA-H
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
clpn140,SDCJNZZAOLRVCP-GTOSQJSUSA-L
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
palmACP,NA
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J
galctn__D,RGHNJXZEOKUKBD-MGCNEYSASA-M
ACP,NA
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
glutrna,NA
2mecdp,SFRQRNJMIIUYDI-UHNVWZDZSA-L
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
dimp,PHNGFPPXDJJADG-RRKCRQDMSA-L
co,UGFAIRIUMAVXCW-UHFFFAOYSA-N
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N
2ddg6p,OVPRPPOVAXRCED-WVZVXSGGSA-K
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
trdox,NA
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
3oddecACP,NA
scl,KWIZRXMMFRBUML-AHGFGAHVSA-F
uagmda,PNWZQTONLRRPST-KLDRQJOASA-J
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
toctd2eACP,NA
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N
alpro,NA
clpn160,GRTNLBQYBYZCCM-ULKDXPJMSA-L
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
ppap,FMNMEQSRDWIBFO-UHFFFAOYSA-L
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N
pa140,OZSITQMWYBNPMW-GDLZYMKVSA-L
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J
but2eACP,NA
acmam,NA
urate,LEHOTFFKMJEONL-UHFFFAOYSA-N
alaala,DEFJQIDDEAULHB-QWWZWVQMSA-N
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N
3hbcoa,QHHKKMYHDBRONY-VKBDFPRVSA-J
murein4p4p,VTZDBMVDVOTCFD-UHFFFAOYSA-G
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
12dgr181,NA
pgp180,UZNYMWWMHBZMLI-IOLBBIBUSA-K
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
trdrd,NA
agdpcbi,IQTYKHRKNGVJEO-RRMAJTJESA-K
applp,YBOLZUJJGUZUDC-GSVOUGTGSA-M
t3c11vaceACP,NA
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
murein4px4px4p,NA
cdpdddecg,NA
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
gal,WQZGKKKJIJFFOK-PHYPRBDBSA-N
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
pg120,NA
mn2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N
pe161,NA
pe181,NA
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
12dgr120,NA
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M
btamp,UTQCSTJVMLODHM-RHCAYAJFSA-N
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
so3,LSNNMFCWUKXFEE-UHFFFAOYSA-L
rnam,JLEBZPBDRKPWTD-TURQNECASA-O
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
23dhdp,UWOCFOFVIBZJGH-YFKPBYRVSA-L
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M
23dhmb,JTEYKUFKXGDTEU-VKHMYHEASA-M
pgp161,PTJJTQQVMKSSOK-WXUKJITCSA-K
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
2dmmql8,FGYPGICSXJEKCG-AENDIINCSA-N
alltt,NUCLJNSWZCHRKL-UHFFFAOYSA-M
pre8,IGCZFSMEIXUSJY-FKUSVXTQSA-G
clpn120,NA
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
co1dam,NKLHEMWEQJCPPF-OKJGWHJPSA-H
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G
din,VGONTNSXDCQUGY-RRKCRQDMSA-N
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
btal,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
btoh,LRHPLDYGYMQRHN-UHFFFAOYSA-N
pre4,IOBDBIPWYQGVMM-VLMJWMIZSA-F
seln,SPVXKVOXSXTJOY-UHFFFAOYSA-M
adprib,SRNWOUGRCWSEMX-TYASJMOZSA-L
pmtcoa,MNBKLUUYKPBKDU-BBECNAHFSA-J
copre8,DPVDDBUQBNNVPO-WTEINHRPSA-F
aps,IRLPACMLTUPBCL-KQYNXXCUSA-L
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
cdpdhdec9eg,LBKBJHVQQNUXGQ-BQUKFSKHSA-L
galct__D,DSLZVSRJTYRBFB-DUHBMQHGSA-L
forglu,NRXIKWMTVXPVEF-BYPYZUCNSA-M
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N
apoACP,NA
dtdpglu,YSYKRGRSMLTJNL-URARBOGNSA-L
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M
pre6b,NWRSYSRVTYBWJV-WFECKALKSA-H
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L
malt,GUBGYTABKSRVRQ-PICCSMPSSA-N
pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
pran,PMFMJXPRNJUYMB-GWOFURMSSA-K
4h2oglt,WXSKVKPSMAHCSG-UHFFFAOYSA-L
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
frmd,ZHNUHDYFZUAESO-UHFFFAOYSA-N
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N
6hmhptpp,FCQGJGLSOWZZON-UHFFFAOYSA-K
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
pg140,BPHQZTVXXXJVHI-AJQTZOPKSA-M
rmn,PNNNRSAQSRJVSB-BXKVDMCESA-N
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
asp__D,CKLJMWTZIZZHCS-UWTATZPHSA-M
mdhdhf,CCVJVKWZZMMBHB-WVZVXSGGSA-N
phthr,FKHAKIJOKDGEII-GBXIJSLDSA-L
rhcys,IQFWYNFDWRYSRA-BLELIYKESA-N
actp,LIPOUNRJVLNBCD-UHFFFAOYSA-L
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N
mql8,OIEZRVBFVPGODT-WQWYCSGDSA-N
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M
clpn181,HSSSADMXQPKIEB-GXYAQEMJSA-L
toct2eACP,NA
trnaile,NA
3hmrsACP,NA
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
glcr,DSLZVSRJTYRBFB-LLEIAEIESA-L
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L
cl,VEXZGXHMUGYJMC-UHFFFAOYSA-M
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M
copre6,DFFFCFUPOVLDTP-IICGDJHVSA-N
1odecg3p,LAYXSTYJRSVXIH-HXUWFJFHSA-L
cbi,XQRJFEVDQXEIAX-JFYQDRLCSA-M
4hthr,JBNUARFQOCGDRK-GBXIJSLDSA-N
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L
cdpdodec11eg,KISJWPWNABZPGN-IGIWICMZSA-L
4izp,MYNHYKDPSRPBNZ-UHFFFAOYSA-N
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
gam1p,YMJBYRVFGYXULK-QZABAPFNSA-M
hcit,NA
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N
ser__D,MTCFGRXMJLQNBG-UWTATZPHSA-N
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I
cddec5eACP,NA
1hdecg3p,NA
ni2,VEQPNABPJHWNSG-UHFFFAOYSA-N
n2,IJGRMHOSHXDMSA-UHFFFAOYSA-N
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
