reactions,data_type,kcat,MW,kcat_MW
ORPT_reverse,DLkcat,,,
PTAr_reverse,DLkcat,,,
PGK_reverse,DLkcat,,,
RMPA_reverse,DLkcat,,,
SHSL2r_reverse,DLkcat,,,
RNF_reverse,DLkcat,,,
THFGLUS_reverse,DLkcat,,,
TYRTA_reverse_num1,DLkcat,,,
SERAT_reverse,DLkcat,,,
SHK3Dr_reverse_num1,DLkcat,,,
PHETA1_reverse_num1,DLkcat,,,
TALA_reverse_num1,DLkcat,,,
THRA_reverse,DLkcat,,,
POR_reverse_num1,DLkcat,,,
TKT1_reverse_num1,DLkcat,,,
3OAR40_reverse_num1,DLkcat,,,
3OAR60_reverse_num1,DLkcat,,,
TRPt2r_reverse,DLkcat,,,
3OAR80_reverse_num1,DLkcat,,,
TRSARr_reverse_num1,DLkcat,,,
UAG2EMA_reverse_num1,DLkcat,,,
ORNTAC_reverse,DLkcat,,,
PPAKr_reverse,DLkcat,,,
ALCD2x_reverse_num1,DLkcat,,,
HSERTA_reverse,DLkcat,,,
VALt2r_reverse,DLkcat,,,
ASPTA_reverse_num1,DLkcat,,,
VALTA_reverse_num1,DLkcat,,,
MCOATA_reverse,DLkcat,,,
CLPNS161_reverse_num1,DLkcat,,,
CLPNS180_reverse_num1,DLkcat,,,
CLPNS181_reverse_num1,DLkcat,,,
PRASCSi_reverse,DLkcat,,,
PUNP2_reverse,DLkcat,,,
PUNP3_reverse,DLkcat,,,
PUNP4_reverse,DLkcat,,,
PUNP5_reverse,DLkcat,,,
PUNP6_reverse,DLkcat,,,
PUNP7_reverse,DLkcat,,,
PRPPS_reverse,DLkcat,,,
PSCVT_reverse,DLkcat,,,
TKT2_reverse_num1,DLkcat,,,
3OAR100_num2,DLkcat,,,
3OAR120_num2,DLkcat,,,
3OAR121_num2,DLkcat,,,
3OAR140_num2,DLkcat,,,
3OAR141_num2,DLkcat,,,
3OAR160_num2,DLkcat,,,
3OAR161_num2,DLkcat,,,
3OAR180_num2,DLkcat,,,
3OAR181_num2,DLkcat,,,
4HTHRS_num2,DLkcat,,,
ACALD_num2,DLkcat,,,
ACALD_num3,DLkcat,,,
ACHBS_num2,DLkcat,,,
ACHBS_num3,DLkcat,,,
ACLS_num2,DLkcat,,,
ACLS_num3,DLkcat,,,
ACONTb_num2,DLkcat,,,
ADD_num2,DLkcat,,,
ADD_num3,DLkcat,,,
AGPAT120_num2,DLkcat,,,
AICART_num2,DLkcat,,,
ALCD4y_num2,DLkcat,,,
ALLTN_num2,DLkcat,,,
ALLTNt2r_num2,DLkcat,,,
AMAA_num2,DLkcat,,,
AMAA_num3,DLkcat,,,
AMAA_num4,DLkcat,,,
ASPK_num2,DLkcat,,,
ACAFDOR_num2,DLkcat,,,
CYSS_num2,DLkcat,,,
ARGDC_num2,DLkcat,,,
CBPS_num2,DLkcat,,,
ARGt2r_num2,DLkcat,,,
ARGt2r_num3,DLkcat,,,
ASNS1_num2,DLkcat,,,
DSERt2_num2,DLkcat,,,
DALAt2r_num2,DLkcat,,,
CSNt2_num2,DLkcat,,,
DDPA_num2,DLkcat,,,
FDH7_num2,DLkcat,,78924.34330000033,
FDH7_num3,DLkcat,,,
G1PTT_num2,DLkcat,,,
FRUpts_num2,DLkcat,,,
DHDPRy_num2,DLkcat,,,
DHDPS_num2,DLkcat,,,
GLCNt2r_num2,DLkcat,,,
GLCNt2r_num3,DLkcat,,,
GAPD_num2,DLkcat,,,
GALUi_num2,DLkcat,,,
GLYBt2r_num2,DLkcat,,,
GLYCK_num2,DLkcat,,,
GCCa_num2,DLkcat,,,
HAMR_num2,DLkcat,,,
HXPRT_num2,DLkcat,,,
GUAPRT_num2,DLkcat,,,
LYSDC_num2,DLkcat,,,
HYDFDN2r_num2,DLkcat,,,
HETZK_num2,DLkcat,,,
HYDFDi_num2,DLkcat,,,
HYDFDi_num3,DLkcat,,,
HSDy_num2,DLkcat,,,
ILETA_num2,DLkcat,,,
LEUTA_num2,DLkcat,,,
HXAND_num2,DLkcat,,,
HXAND_num3,DLkcat,,,
IPMD_num2,DLkcat,,,
KARA1_num2,DLkcat,,,
KARA1_num3,DLkcat,,,
KARA2_num2,DLkcat,,,
KARA2_num3,DLkcat,,,
LYSt2r_num2,DLkcat,,,
MAN1PT2_num2,DLkcat,,,
MAN1PT2_num3,DLkcat,,,
ORNDC_num2,DLkcat,,,
ME1_num2,DLkcat,,,
ME2_num2,DLkcat,,,
MDDCP1ex_num2,DLkcat,,,
MDDCP2ex_num2,DLkcat,,,
MTHFC_num2,DLkcat,,,
MDDCP3ex_num2,DLkcat,,,
MDDCP4ex_num2,DLkcat,,,
METAT_num2,DLkcat,,,
NIT1b_num2,DLkcat,,,
NIT1b_num3,DLkcat,,,
NIT1b_num4,DLkcat,,,
NNDPR_num2,DLkcat,,,
SERt2r_num2,DLkcat,,,
OBTFL_num2,DLkcat,,,
OBTFL_num3,DLkcat,,,
PSP_L_num2,DLkcat,,,
OCBT_num2,DLkcat,,,
OCBT_num3,DLkcat,,,
OCBT_num4,DLkcat,,,
PGCD_num2,DLkcat,,,
PGCD_num3,DLkcat,,,
PGCD_num4,DLkcat,,,
PGCD_num5,DLkcat,,,
PGCD_num6,DLkcat,,,
PFK_num2,DLkcat,,,
PFK_2_num2,DLkcat,,,
PFK_3_num2,DLkcat,,,
TYRTA_num2,DLkcat,,,
SHK3Dr_num2,DLkcat,,,
SELNPS_num2,DLkcat,,,
PHETA1_num2,DLkcat,,,
TALA_num2,DLkcat,,,
TDPDRR_num2,DLkcat,,,
POR_num2,DLkcat,,,
TKT1_num2,DLkcat,,,
3OAR40_num2,DLkcat,,,
3OAR60_num2,DLkcat,,,
TMPPP_num2,DLkcat,,,
TRDR_num2,DLkcat,,,
3OAR80_num2,DLkcat,,,
TRSARr_num2,DLkcat,,,
THRS_num2,DLkcat,,,
ALCD4_num2,DLkcat,,,
BTCOARx_num2,DLkcat,,,
UAGCVT_num2,DLkcat,,,
UAG2EMA_num2,DLkcat,,,
URAt2_num2,DLkcat,,,
URAt2_num3,DLkcat,,,
UAGPT3_num2,DLkcat,,,
UDCPDPS_num2,DLkcat,,,
UDCPDP_num2,DLkcat,,,
UDCPDPex_num2,DLkcat,,,
AGPAT140_num2,DLkcat,,,
AGPAT160_num2,DLkcat,,,
AGPAT161_num2,DLkcat,,,
ALCD2x_num2,DLkcat,,,
ALCD2x_num3,DLkcat,,,
AGPAT180_num2,DLkcat,,,
AGPAT181_num2,DLkcat,,,
PPNDH_num2,DLkcat,,,
XAND_num2,DLkcat,,,
XAND_num3,DLkcat,,,
ASPTA_num2,DLkcat,,,
ASPTA_num3,DLkcat,,,
VALTA_num2,DLkcat,,,
UPPRT_num2,DLkcat,,,
XANt2_num2,DLkcat,,,
GLYt2r_num2,DLkcat,,,
XYLK_num2,DLkcat,,,
MOBDabc_num2,DLkcat,,,
MOBDabc_num3,DLkcat,,,
MOBDabc_num4,DLkcat,,,
MOBDabc_num5,DLkcat,,,
HYDFDN_num2,DLkcat,,,
GCCc_num2,DLkcat,,,
GLYCL_num2,DLkcat,,,
MDDCP5ex_num2,DLkcat,,,
TKT2_num2,DLkcat,,,
PFL_num2,DLkcat,,,
PFL_num3,DLkcat,,,
3OAR100_reverse_num2,DLkcat,,,
3OAR120_reverse_num2,DLkcat,,,
3OAR140_reverse_num2,DLkcat,,,
3OAR160_reverse_num2,DLkcat,,,
3OAR180_reverse_num2,DLkcat,,,
ACONTa_reverse_num2,DLkcat,,,
AICART_reverse_num2,DLkcat,,,
ALLTNt2r_reverse_num2,DLkcat,,,
ASPK_reverse_num2,DLkcat,,,
CBMKr_reverse_num2,DLkcat,,,
CBMKr_reverse_num3,DLkcat,,,
CBMKr_reverse_num4,DLkcat,,,
CBMKr_reverse_num5,DLkcat,,,
CBMKr_reverse_num6,DLkcat,,,
ARGt2r_reverse_num2,DLkcat,,,
ARGt2r_reverse_num3,DLkcat,,,
CLPNS120_reverse_num2,DLkcat,,,
CLPNS140_reverse_num2,DLkcat,,,
CLPNS160_reverse_num2,DLkcat,,,
DDPGA_reverse_num2,DLkcat,,,
FDH7_reverse_num2,DLkcat,,78924.34330000033,
FDH7_reverse_num3,DLkcat,,,
GLCNt2r_reverse_num2,DLkcat,,,
GLCNt2r_reverse_num3,DLkcat,,,
GAPD_reverse_num2,DLkcat,,,
GALUi_reverse_num2,DLkcat,,,
GLYBt2r_reverse_num2,DLkcat,,,
