3ocvac11eACP_h,NA
pc160180,NA
3hhd71013coa_x,NA
3hdd69coa_x,NA
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L
utp_h,NA
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
db4p_h,NA
xu5p__D_h,NA
tag140205n3160,NA
acglu_h,NA
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
dhlam_m,NA
trdox_h,NA
nh4_m,NA
trnagly_m,NA
lnlncacrn_m,NA
3oddcoa_m,NA
12dgr1819Z140,NA
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
td25coa_m,NA
3omrsACP_m,NA
hgentis,IGMNYECMUMZDDF-UHFFFAOYSA-M
pc1819Z204n6,NA
hd2912coa_m,NA
methamp,NA
trnaval_h,NA
12dgr205n3162n4_h,NA
pan4p_m,NA
dhbpt_m,NA
tpalm2eACP_h,NA
valtrna,NA
tag1619Z1401619Z,NA
3ood691215coa_x,NA
hgentis_h,NA
pa1601819Z,NA
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M
trnaval,NA
pc205n31619Z,NA
3odecACP_h,NA
pe205n3182n6,NA
thmpp_h,NA
3ohd9coa_m,NA
pa160180,NA
biocyt_m,NA
thr__L_m,NA
m2mpdol,NA
dgdg205n3160_h,NA
hdd2coa_x,NA
12dgr160226n3,NA
pa140226n3,NA
chol_m,NA
dvpchlda_h,NA
12dgr1619Z140,NA
selcyst_m,NA
3hddcoa_x,NA
glytrna,NA
3hocoa_m,NA
nadp_m,NA
gal14lac,NA
pc205n3183n6,NA
hd2crn_m,NA
glyclt,AEMRFAOFKBGASW-UHFFFAOYSA-M
pail182_9_12,NA
menecyart,BDHQMRXFDYJGII-UEBIAWITSA-N
2hglut_m,NA
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
8aonn_m,NA
fad_m,NA
cdp12dgr160_m,NA
pa182n6183n6,NA
3hdocoscoa_x,NA
vaccoa_m,NA
fdxox_h,NA
12dgr180182n6,NA
tag205n3205n3205n3,NA
pe226n3183n6,NA
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K
ocdcaACP_h,NA
pc1401819Z,NA
12dgr205n3164n1_h,NA
dc47coa_x,NA
2pglyc_h,NA
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
pa180204n6,NA
3hhd6912coa_m,NA
3ohd71013coa_x,NA
hd912ea_h,NA
pail3p1619Z205n3,NA
dc369coa_m,NA
pa182n6205n3,NA
23dhdp_h,NA
dd36coa_m,NA
tag226n3205n3204n6,NA
dkmpp,HKEAOVFNWRDVAJ-UHFFFAOYSA-L
pa205n3160_h,NA
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
trnahis_h,NA
trnaglu_h,NA
td258coa_m,NA
cdp12dgr1619Z205n3,NA
pc182n6183n3,NA
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
pc1619Z204n6,NA
pa205n3140,NA
odecoa,NA
m3mpdol,NA
alltn,POJWUDADGALRAB-UHFFFAOYSA-N
cholphyc2_h,NA
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
pa1619Z183n3,NA
dd269coa_m,NA
focytb5,NA
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H
pc160203n6,NA
hdd2coa_m,NA
pc182n6204n6,NA
3httccoa_x,NA
3dsphgn,KBUNOSOGGAARKZ-KRWDZBQOSA-O
4pasp_h,NA
tmndnc,NA
fald_m,NA
dgdg1819Z1619Z_h,NA
lgnc,NA
trnaphe_h,NA
pe182n6140,NA
dpcoa_m,NA
ACP_h,NA
ttdca,NA
pep_x,NA
hd471013coa_x,NA
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
pc1619Z225n3,NA
od2coa_x,NA
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
5drib,WDRISBUVHBMJEF-MROZADKFSA-N
pant__R_m,NA
oc5coa_x,NA
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N
r5p_h,NA
dd2coa_m,NA
pc160203n3,NA
td2710coa_m,NA
3mgcoa_m,NA
pa1619Z180,NA
1agpe205,NA
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L
pqh2_h,NA
ala__L_m,NA
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
apoC_m,NA
thmpp_m,NA
pgp160_m,NA
3ohd710coa_m,NA
g6p_h,NA
acon_C_m,NA
pa1619Z182n6,NA
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
pa140,OZSITQMWYBNPMW-GDLZYMKVSA-L
tyr__L_h,NA
pa1819Z183n6,NA
pa1819Z1619Z_h,NA
4mop_m,NA
lgnccoa,NA
12dgr226n3183n6,NA
3mob_h,NA
trnaasn,NA
fuc1p__L,PTVXQARCLQPGIR-SXUWKVJYSA-L
thmtp_h,NA
ppi_m,NA
fmettrna,NA
pail3p1601619Z,NA
pc160140,NA
etha_m,NA
phyebilin_h,NA
thmmp_h,NA
tag140205n3182n6,NA
pa205n31619Z,NA
dxyl5p_h,NA
23dmphol_h,NA
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
photon_h,NA
pa1819Z140,NA
3htdcoa_m,NA
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
cmp,IERHLVCPSMICTF-XVFCMESISA-L
dgdg205n3,NA
3opalmACP_m,NA
2maacoa_m,NA
pa1819Z160_h,NA
pail45p160182n6,NA
glutcoa_m,NA
hd6912coa_m,NA
trnaala,NA
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
chor_h,NA
quln_m,NA
sql,YYGNTYWPHWGJRM-AAJYLUCBSA-N
g3p_h,NA
gln__L_h,NA
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
tddec2eACP_m,NA
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N
1tdecg3p_h,NA
glyc3p_m,NA
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
pa182n61619Z,NA
cdpchol,RZZPDXZPRHQOCG-OJAKKHQRSA-M
sucbz_x,NA
tag160205n3205n3,NA
pail161,NA
12dgr1819Z160_h,NA
mgdg205n3160_h,NA
pg160_h,NA
cdp12dgr160182n6,NA
trnaser,NA
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J
12dgr205n3180,NA
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
pe180204n6,NA
biliverd,QBUVFDKTZJNUPP-BBROENKCSA-L
oc5coa_m,NA
pc226n3203n6,NA
dd4coa_m,NA
dmpp_h,NA
2mecdp_h,NA
3htd7coa_m,NA
athis_h,NA
3odd5811coa_m,NA
photon,NA
3ohexACP_h,NA
pa1819Z183n3,NA
pe1819Z183n3,NA
3odcos710131619coa_x,NA
pyr_h,NA
3heico58111417coa_x,NA
13dpg_h,NA
3hoc7coa_m,NA
ile__L_m,NA
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
tag160204n6160,NA
trnaasp,NA
hptal_m,NA
bvite_h,NA
ocdca_h,NA
pa205n3180,NA
pe226n3183n3,NA
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
eico2581114coa_x,NA
tmndnccoa,NA
btnCCP_m,NA
dhlam_h,NA
g3m8mpdol,NA
glntrna,NA
5mta_h,NA
hd912crn,NA
tag160205n3226n3,NA
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
phetrna_h,NA
pc182n6203n6,NA
tag1619Z1601819Z,NA
lystrna_m,NA
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
trnaglu,NA
35cgmp,ZOOGRGPOEVQQDX-UUOKFMHZSA-M
c6912odtte2coa_m,NA
dmlz_h,NA
occoa_m,NA
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
12dgr140183n3,NA
dgdg205n31619Z_h,NA
tag182n6205n3204n6,NA
12dgr180160,NA
dcos3710131619coa_x,NA
aspsa_h,NA
ser__L_m,NA
pa180182n6,NA
dcacoa_m,NA
dc269coa_m,NA
tag205n3205n3183n6,NA
tag1619Z140183n6,NA
1odec912eg3p,NA
1agpc140,NA
pail205n3182n6,NA
phllqne_h,NA
mag1619Z,NA
orn_m,NA
pc180160,NA
tag160160183n6,NA
dann_m,NA
hd3710coa_m,NA
co2_h,NA
udpgal_h,NA
tag182n6205n3183n6,NA
pc226n3204n6,NA
pc1601819Z,NA
phe__L_h,NA
pc160183n6,NA
docos2coa_x,NA
od3691215coa_x,NA
g1m8masn,NA
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
octcrn_m,NA
hd26912coa_m,NA
pa140204n6,NA
pe180183n6,NA
pe226n3140,NA
arachd_x,NA
pail4p1619Z182n6,NA
nacglc2p,NA
sqdg205n31619Z_h,NA
dhmtp,CILXJJLQPTUUSS-XQRVVYSFSA-N
ala_B_m,NA
trptrna_h,NA
12dgr140162n4_h,NA
gal__L,NA
12dgr205n3182n6,NA
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
pa1819Z160,NA
pe1819Z140,NA
asntrna,NA
hexACP_h,NA
pc181_9,NA
tag1819Z160160_h,NA
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
achms_m,NA
3hmrsACP_m,NA
3ohd7coa_m,NA
pmtcrn_m,NA
3hhexACP_m,NA
trnagly,NA
tag1619Z205n31819Z,NA
lnlncg,NA
caro_h,NA
thrtrna_m,NA
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M
pc1401619Z,NA
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J
5pmev,OKZYCXHTTZZYSK-ZCFIWIBFSA-K
12dgr182n61819Z,NA
o2_h,NA
mgdg1819Z163n4_h,NA
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
valtrna_h,NA
pc1819Z182n6,NA
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M
o2_x,NA
obfool,MMNYKQIDRZNIKT-YLANKJTKSA-N
trnaile,NA
trnaarg,NA
1agpc180,NA
pa160204n6,NA
sphgn,OTKJDMGTUTTYMP-ZWKOTPCHSA-O
12dgr1619Z183n6,NA
34hpl_m,NA
pa180,YFWHNAWEOZTIPI-DIPNUNPCSA-L
urate,LEHOTFFKMJEONL-UHFFFAOYSA-N
pe181_9,NA
apoC,NA
tmndnc_x,NA
3c4mop_h,NA
mgdg1801619Z_h,NA
vioxan_h,NA
pe140183n3,NA
trnasecys_h,NA
nadp_x,NA
ficytc_m,NA
odecrn_m,NA
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
glu__L_m,NA
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
2c4mthzep_h,NA
3hhd710coa_x,NA
12dgr226n3182n6,NA
pa182n6160,NA
pnto__R_m,NA
pa226n3183n6,NA
5apru_h,NA
1odec9eg3p_h,NA
hx3coa_m,NA
trnaasn_h,NA
o2_u,NA
hom__L_h,NA
cl_h,NA
pc140203n3,NA
hd912coa,NA
3heico581114coa_x,NA
sqdg161_h,NA
pe226n3204n6,NA
uppg3_h,NA
12dgr180,NA
3oddcoa_x,NA
behen_x,NA
clpn160_m,NA
ac_h,NA
3ood6912coa_x,NA
crn_x,NA
tmrs2eACP_h,NA
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M
pc1619Z183n3,NA
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
2ippm_h,NA
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
citr__L_m,NA
fad_h,NA
hd691215coa,NA
pa140180,NA
pe1819Z183n6,NA
dc2coa_m,NA
hexACP_m,NA
pc182n6203n3,NA
hxcoa_m,NA
pg205n3160_h,NA
pe1619Z183n6,NA
ocdccoa,NA
3otdcoa_x,NA
pa1819Z205n3,NA
3hh5coa_m,NA
12dgr205n3183n6,NA
hptal,NA
pail3p182_9_12,NA
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
udp,XCCTYIAWTASOJW-XVFCMESISA-K
pail4p205n31619Z,NA
sbzcoa_x,NA
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
acACP_m,NA
ttc2coa_x,NA
phytfl_h,NA
ile__L_h,NA
mgdg180163n4_h,NA
brasstrl,NA
uri,DRTQHJPVMGBUCF-XVFCMESISA-N
trnatyr_m,NA
tag1619Z1619Z160_h,NA
dd269coa_x,NA
12dgr1619Z226n3,NA
tdcoa_m,NA
pimACP_m,NA
pe182n6205n3,NA
leutrna,NA
neoxan_h,NA
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
arach_x,NA
uppg3,HUHWZXWWOFSFKF-UHFFFAOYSA-F
3hdc7coa_x,NA
pc205n3184n3,NA
c4dde2coa_m,NA
sertrna_sec,NA
glc__D_x,NA
mi3p__D_h,NA
dgdg205n3162n4_h,NA
dhdascb_m,NA
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
3ohexACP_m,NA
trnaphe_m,NA
g1p_h,NA
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
rb15bp_h,NA
trnamet,NA
pc226n3184n3,NA
lpam,FCCDDURTIIUXBY-SSDOTTSWSA-N
1agpc205,NA
pe226n3,NA
glyclt_x,NA
3heicoscoa_x,NA
so4_h,NA
mal__L_x,NA
ddcaACP_m,NA
pc160182n6,NA
3pg_h,NA
dd58coa_m,NA
hd6912ea,NA
lnlncacrn,NA
biomass_mem_lipids,NA
hd27coa_m,NA
pail205n3160,NA
pail45p182n6205n3,NA
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
dhdascb_h,NA
m1mpdol,NA
13dpg_m,NA
pe161,NA
12dgr180204n6,NA
trnatrp_h,NA
cdp12dgr160205n3,NA
5mtr_m,NA
pro__L_m,NA
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
pa140183n6,NA
pser__L_m,NA
pa226n31619Z,NA
pc1801619Z,NA
agm_m,NA
hd912coa_m,NA
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
stcrn,NA
arach,VKOBVWXKNCXXDE-UHFFFAOYSA-M
pail3p205n3160,NA
pc1819Z203n3,NA
mgdg1401619Z_h,NA
ggl_h,NA
pail3p160205n3,NA
dc3coa_m,NA
pppg9_h,NA
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N
pail45p182n61619Z,NA
t2c11vaceACP_h,NA
actp,LIPOUNRJVLNBCD-UHFFFAOYSA-L
hd2710coa_m,NA
tmndnccoa_x,NA
pe182n61819Z,NA
g2m8mpdol,NA
ACP_m,NA
sdhlam_m,NA
3httccoa,NA
5hiu,LTQYPAVLAYVKTK-UHFFFAOYSA-N
thbpt,FNKQXYHWGSIFBK-NHTYNGABSA-N
ibcoa_m,NA
12dgr1801619Z_h,NA
q9_m,NA
hd2crn,NA
ddcacoa_m,NA
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
pe1801819Z,NA
h_m,NA
12dgr160182n6,NA
arachdcoa_x,NA
trnagln_h,NA
3hhd9coa_m,NA
pc1619Z203n3,NA
dmtphllqne_h,NA
ahcys_h,NA
4abut_m,NA
focytb5_m,NA
pe182n6183n3,NA
pc226n3203n3,NA
acg5p_h,NA
arachcoa_x,NA
2np6mobq_m,NA
b2coa_m,NA
pc180226n3,NA
mgdg205n3,NA
3hdecACP_h,NA
dcaACP_h,NA
tag205n3205n3164n1,NA
hco3_m,NA
mlthf_m,NA
pa1619Z1819Z,NA
pe180160,NA
pg1619Z160_h,NA
pmtcoa_x,NA
2mp2coa_m,NA
pe1601619Z,NA
coa_h,NA
L2aadp6sa,GFXYTQPNNXGICT-YFKPBYRVSA-N
pa1601619Z,NA
3psme_h,NA
trp__L_h,NA
inost_h,NA
12dgr226n31619Z,NA
nadph_x,NA
pail160205n3,NA
dd3coa_m,NA
pc226n3225n3,NA
tag1601619Z183n6,NA
pe160204n6,NA
histrna,NA
cys__L_m,NA
dgdg1819Z1619Z,NA
3otdcoa_m,NA
tmndnc_h,NA
hdeACP_h,NA
sqdg160_h,NA
ivcoa_m,NA
fmn_h,NA
coa_x,NA
ddcaACP_h,NA
trptrna,NA
paps_h,NA
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M
pa1819Z226n3,NA
glx_x,NA
thex2eACP_h,NA
alac__S_h,NA
12dgr226n3180,NA
mgdg1819Z1619Z,NA
23dhmp_h,NA
5mcsn,LRSASMSXMSNRBT-UHFFFAOYSA-N
c6912odtte2coa_x,NA
dolichol,NA
co_h,NA
12dgr1819Z1619Z_h,NA
3htd5811coa_m,NA
2mbcoa_m,NA
pc226n3205n3,NA
selcys_h,NA
oc27coa_m,NA
hd912ea,NA
12dgr205n3140,NA
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
23dhmb_m,NA
12dgr180183n3,NA
hdcea_h,NA
dgdg205n3163n4_h,NA
malACP_m,NA
malACP_h,NA
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
mev__R,KJTLQQUUPVSXIM-ZCFIWIBFSA-M
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
dedoldp,NA
paps,GACDQMDRPRGCTN-KQYNXXCUSA-J
tag1819Z1619Z1819Z_h,NA
dtocophe_h,NA
fadh2_x,NA
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
tag1601619Z1619Z,NA
tag205n3205n3163n4,NA
co,UGFAIRIUMAVXCW-UHFFFAOYSA-N
cdp12dgr205n3182n6,NA
acser_m,NA
mppp9me_h,NA
tag1819Z205n3205n3,NA
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
pail45p160,NA
sertrna,NA
mgdg1619Z163n4_h,NA
25drapp_h,NA
trnaala_h,NA
pc140205n3,NA
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
tag1619Z160160_h,NA
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
pc226n3140,NA
lnlncgcoa,NA
3hdc69coa_m,NA
mthb,NA
pail3p182n6205n3,NA
dd25coa_m,NA
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
tag1819Z1601619Z,NA
cl_m,NA
3heicoscoa,NA
pa161,NA
cdp12dgr1819Z160_h,NA
6pthp,WBJZXBUVECZHCE-SCSAIBSYSA-N
trnalys_m,NA
T4hcinnm_m,NA
2mb2coa_m,NA
12dgr205n31619Z,NA
btamp_m,NA
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
3c2hmp_h,NA
cdp12dgr182n61619Z,NA
pail3p205n3,NA
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
12dgr182n6160,NA
pi_h,NA
pa205n31819Z,NA
td371013coa_m,NA
trdrd,NA
oaa_m,NA
tag1619Z205n3205n3,NA
cdp12dgr182_9_12,NA
od2691215coa_x,NA
dcos24710131619coa_x,NA
pc140182n6,NA
mmcoa__S_m,NA
lys__L_h,NA
ocACP_h,NA
but2eACP_m,NA
12dgr226n3,NA
pail45p182_9_12,NA
hd71013coa_m,NA
pc182_9_12,NA
12dgr1819Z160,NA
12dgr1619Z240,NA
td5811coa_m,NA
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M
mgdg1819Z162n4_h,NA
asq205n31602o205n3_h,NA
hptcrn_m,NA
3htd71013coa_m,NA
acrn_x,NA
mettrna,NA
dgta205n31619Z,NA
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
hd3710coa_x,NA
tag1619Z140160,NA
dd26coa_x,NA
3hod6912coa_x,NA
3oeicoscoa,NA
od2coa_m,NA
pc180,NA
ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M
pc1819Z203n6,NA
pc226n31619Z,NA
m6mpdol,NA
crvnc,NA
amp_h,NA
12dgr1619Z160_h,NA
3otd5811coa_m,NA
cdpea,WVIMUEUQJFPNDK-PEBGCTIMSA-M
pe1619Z140,NA
12dgr160140,NA
pa160183n3,NA
pc180183n3,NA
pa180183n6,NA
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N
m4masn,NA
hd691215coa_m,NA
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
cit_m,NA
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
iscsh_h,NA
fadh2_h,NA
ac_m,NA
12dgr140160_h,NA
amp_m,NA
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I
3odocoscoa,NA
12dgr1619Z180,NA
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
crn,PHIQHXFUZVPYII-ZCFIWIBFSA-N
4aammp,NA
gdpman2s,NA
12dgr1819Z204n6,NA
ficytb5,NA
pa1619Z160,NA
sqdg140160_h,NA
pe205n3180,NA
dad_5_h,NA
12dgr226n3160,NA
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N
grdp_h,NA
3dhq_h,NA
pc182n6205n3,NA
tag1601619Z160,NA
octeACP_h,NA
3htd58coa_m,NA
cer_182,NA
4tmeabut_m,NA
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
dmsp,NA
3od6coa_m,NA
sprm,PFNFFQXMRSDOHW-UHFFFAOYSA-R
pg1601613E_h,NA
biomass_dna,NA
1agpe182,NA
urea_m,NA
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
3hhd71013coa_m,NA
tag140205n3205n3,NA
mgdg180162n4_h,NA
hdcecrn,NA
3hhdcoa_x,NA
26dap_LL_h,NA
1agpc181,NA
mgdg205n3164n1_h,NA
aacoa_m,NA
hd271013coa_m,NA
12dgr1801619Z,NA
pe180182n6,NA
3hhcoa_m,NA
sphs1p,NA
npdp_h,NA
tag1619Z1619Z160,NA
pail45p1601619Z,NA
pc205n3140,NA
3otd710coa_m,NA
3php_m,NA
atp_x,NA
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
pe205n3140,NA
glu__L_h,NA
glutrna_h,NA
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
3ohd691215coa_m,NA
hd4710coa_m,NA
dhdascb_u,NA
12dgr1619Z182n6,NA
pail45p161,NA
ttclyco_h,NA
fum_m,NA
val__L_h,NA
ocdccoa_m,NA
3mb2coa_m,NA
3hmrsACP_h,NA
mgdg162n4163n4_h,NA
12dgr1619Z183n3,NA
pa205n31619Z_h,NA
s7p_h,NA
biomass_pro,NA
pa180140,NA
pe140180,NA
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
mmcoa__R_m,NA
tag1619Z205n3160,NA
tag1619Z1619Z1619Z_h,NA
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J
3mob_m,NA
for_h,NA
pe226n3205n3,NA
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
pe160182n6,NA
tmrs2eACP_m,NA
1agpc226,NA
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
pail45p205n3182n6,NA
h2o2_m,NA
clpn182_m,NA
dhna_h,NA
pc160225n3,NA
pe180,LVNGJLRDBYCPGB-LDLOPFEMSA-N
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
thissh_h,NA
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
3ohodcoa_m,NA
hx25coa_m,NA
pe1619Z1819Z,NA
12dgr1601819Z,NA
pe182n6183n6,NA
anth_h,NA
pail160182n6,NA
pe180205n3,NA
1agpe140,RPXHXZNGZBHSMJ-GOSISDBHSA-N
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
pe1619Z182n6,NA
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
mgdg1819Z1619Z_h,NA
3hbcoa_m,NA
12dgr160183n3,NA
pa160205n3,NA
ap4a,YOAHKNVSNCMZGQ-XPWFQUROSA-J
cholp,YHHSONZFOIEMCP-UHFFFAOYSA-M
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
3ooc5coa_m,NA
gdpddman,PNHLMHWWFOPQLK-BKUUWRAGSA-L
pe205n31619Z,NA
pe1601819Z,NA
mhpglu,HVRNKDVLFAVCJF-VJANTYMQSA-J
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
2ahethmpp_m,NA
pa140183n3,NA
amet_m,NA
ru5p__D_h,NA
pa226n3205n3,NA
1hdecg3p_h,NA
dd258coa_m,NA
