metname,inchikey
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
trnatyr,NA
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
cystrna,NA
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
gdpman,NA
12dgr_LM_m,NA
prpp_x,NA
hdeACP_m,NA
gtp_n,NA
hco3_m,NA
glincoa_x,NA
trpox_m,NA
dump_n,NA
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
atp_m,NA
glyc3p_m,NA
btcoa_m,NA
6pgc_x,NA
sph1p_r,NA
5dpmev_x,NA
3htdACP_m,NA
udpg_x,NA
lanost_r,NA
accoa_m,NA
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
adhlam_m,NA
3hbutcoa_m,NA
pi_n,NA
g3p_x,NA
glincoa_m,NA
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
3hddACP_m,NA
malACP_m,NA
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
trnaval,NA
succ_x,NA
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N
tdd2coa_m,NA
pmtcoa_r,NA
coa_x,NA
g6p_B,NBSCHQHZLSJFNQ-VFUOTHLCSA-L
psd5p,NA
ptd3ino_LM,NA
12dgr_LM_r,NA
strcoa,SIARJEKBADXQJG-LFZQUHGESA-J
dadp_n,NA
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
idp_n,NA
5oxpro,ODHCTXKNWHHXJC-VKHMYHEASA-M
ipdp_x,NA
ditp,UFJPAQSLHAGEBL-RRKCRQDMSA-J
5pmev_x,NA
6pgl_x,NA
ocd2coa_m,NA
ddcoa_m,NA
q6h2_m,NA
h2o_m,NA
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
cdp_n,NA
asntrna,NA
1pyr5c_m,NA
hxd2coa_m,NA
gtp_m,NA
thrtrna,NA
Ssq23epx_r,NA
butd2coa_m,NA
gam6p_x,NA
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
g6p_A_x,NA
alatrna,NA
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
gthox_x,NA
mi3p__D,INAPMGSXUVUWAF-PTQMNWPWSA-L
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
succoa_m,NA
ethap,NA
lincoa,NA
fadh2_m,NA
didp,BKUSIKGSPSFQAC-RRKCRQDMSA-K
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
34hpp_m,NA
dhlam_m,NA
glutrna_m,NA
trprd_m,NA
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
pglyp_LM_m,NA
ptd1ino_LM_r,NA
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
udpgalfur,ZQLQOXLUCGXKHS-SIAUPFDVSA-L
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
palmACP_m,NA
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
ocdcya,NA
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L
nad_m,NA
amp_m,NA
gdp_r,NA
phe__L,COLNVLDHVKWLRT-QMMMGPOBSA-N
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
duri_m,NA
sphs1p_r,NA
histrna,NA
3oxocACP_m,NA
gal_x,NA
lincoa_x,NA
CDPdag_LM,NA
tyrtrna,NA
leu__L_m,NA
ivcoa_m,NA
nadph_m,NA
ac_m,NA
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
3pg_x,NA
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
nadh_x,NA
2tocdACP_m,NA
mi1p__D,INAPMGSXUVUWAF-UOTPTPDRSA-L
trnaile,NA
4mop_m,NA
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
pa_LM_m,NA
mag_LM,NA
ergst,DNVPQKQSNYMLRS-APGDWVJJSA-N
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
nh4_n,NA
h2o2_m,NA
ddd2coa_m,NA
ala__L_m,NA
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
trnaleu,NA
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
occoa_m,NA
nadp_m,NA
trnalys,NA
pmtcoa_x,NA
h2o_x,NA
succ_m,NA
atp_r,NA
pro__L_m,NA
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
strcoa_m,NA
mal__L_x,NA
alpro,NA
alincoa,NA
3oxhACP_m,NA
co2_r,NA
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
CDPdag_LM_m,NA
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
trnaasp,NA
ser__L_r,NA
ethap_m,NA
r5p_x,NA
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
trpdrd_n,NA
dudp_n,NA
glyc_x,NA
gthrd_x,NA
dutp_n,NA
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
e4p,NGHMDNPXVRFFGS-IUYQGCFVSA-L
glu__L_m,NA
lincoa_m,NA
2aobut_m,NA
alpla,NA
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
